image_index,true_label,patch_size,patch_x,patch_y,elapsed_time,status_code,failed_labels,is_adversarial,has_counterexample,error
2,1,10,0,0,,,,,False,"Command '['python3', '.', '--dataset', 'mnist', '--netname', '/root/ERAN/tf_verify/models/mnist_convSmallRELU__PGDK.onnx', '--domain', 'refinepoly', '--input_box', '/root/input_box_configs/20251231-095915_label1_patch_box_0_0_10.txt', '--logdir', '/root/Projects/logs', '--complete', 'True', '--timeout_complete', '60', '--use_milp', 'True', '--timeout_milp', '180', '--timeout_final_milp', '259200', '--label', '1', '--adv_label', '-1']' died with <Signals.SIGKILL: 9>."
