image_index,true_label,adv_label,patch_x,patch_y,patch_size,upper_bound,timeout_milp_s,add_bool_constraints,use_refine_poly,middle_bound,skip_singleton_bounds,enable_split_bit_branch_priority,split_bit_branch_priority,split_indices,run_scope,global_attempt_index,label_attempt_index,current_depth,status_code,status_name,final_outcome,is_timeout,is_adversarial_found,iteration_runtime_seconds,iteration_runtime_source,attempt_runtime_seconds,parent_total_run_time_seconds,parent_status,parent_attempt_count,parent_max_depth_reached,log_path,top_k,split_selection_mode,split_random_seed,linear_constraint_matrix_constrs,linear_constraint_matrix_vars,linear_constraint_matrix_nzs,variable_types_continuous,variable_types_integer,variable_types_binary,general_constraints,matrix_coefficient_range,objective_coefficient_range,variable_bound_range,rhs_coefficient_range,linear_constraint_matrix_constrs_presolved,linear_constraint_matrix_vars_presolved,linear_constraint_matrix_nzs_presolved,variable_types_continuous_presolved,variable_types_integer_presolved,variable_types_binary_presolved,general_constraints_presolved,matrix_coefficient_range_presolved,objective_coefficient_range_presolved,variable_bound_range_presolved,rhs_coefficient_range_presolved,optimizer_presolve_removed_rows,optimizer_presolve_removed_columns,optimizer_presolve_removed_steps,optimizer_presolve_time_seconds,optimizer_presolved_rows,optimizer_presolved_columns,optimizer_presolved_nonzeros,optimizer_presolved_variable_types_continuous,optimizer_presolved_variable_types_integer,optimizer_presolved_variable_types_binary,extra_simplex_iterations_after_uncrush,extra_simplex_iterations_dual_to_original,root_relaxation_result,root_relaxation_objective,root_relaxation_iterations,root_relaxation_seconds,explored_nodes,explored_simplex_iterations,explored_time_seconds,mip_final_status,mip_final_runtime_seconds,mip_final_nodes,mip_final_objbound,mip_final_solcnt,relaxed_presolve_removed_rows,relaxed_presolve_removed_columns,relaxed_presolve_removed_steps,relaxed_presolve_time_seconds,relaxed_presolved_rows,relaxed_presolved_columns,relaxed_presolved_nonzeros,relaxed_presolved_variable_types_continuous,relaxed_presolved_variable_types_integer,relaxed_presolved_variable_types_binary,relaxed_extra_simplex_iterations_after_uncrush,relaxed_extra_simplex_iterations_dual_to_original,relaxed_barrier_solved_iterations,relaxed_barrier_solved_seconds,relaxed_solved_iterations,relaxed_solved_seconds,relaxed_optimal_objective,cutting_planes_cover,cutting_planes_flow_cover,cutting_planes_implied_bound,cutting_planes_learned,cutting_planes_mir,cutting_planes_relax_and_lift,cutting_planes_rlt,cutting_planes_strongcg,relaxed_barrier_aa_nz,relaxed_barrier_dense_cols,relaxed_barrier_factor_nz,relaxed_barrier_factor_ops,relaxed_barrier_free_vars,relaxed_barrier_threads,cutting_planes_clique,cutting_planes_projected_implied_bound,cutting_planes_network,cutting_planes_gomory,cutting_planes_zero_half
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,20.210206,702.091786,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_05_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_72000/000_adv_label_2_eran_run.log,20,random,42,76550,8498,552925,8083,415,415,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31422,1511,175647,1098,413,413,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 7.75677e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45128,6987,,1.2,31422,1511,175647,1098,413,413,19,23,objective,-1.743925e+00,2951,1.01,1,5527,10.02,9,10.01,1.0,-1.4252987674775084,0,,,"[(46395, 7402), (7337, 53385)]",0.31,1161,31663,179909,,,,802,22,43,0.81,951,1.28,-1.743923751e+00,6,171,51,,107,59,272,,62670.0,213,1.476e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,,,,,
7,9,2,0,0,9,0.8,72000.0,True,False,0.5,False,False,1000,"[33, 3, 92, 88, 85, 36, 32, 202, 30, 168, 4, 231, 224, 84, 86, 197, 225, 63, 140, 117]",single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,681.88158,rerun_attempt_runtime,681.88158,702.091786,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_05_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_72000/001_adv_label_2_eran_run.log,20,random,42,76570,8558,553025,8103,455,455,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31462,1531,178917,1098,433,433,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 6.17312e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45108,7027,,1.35,31462,1531,178917,1098,433,433,18,38,objective,-1.743427e+00,2987,0.97,3044,1464566,672.81,6,672.8,3044.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,22,209,55,,229,88,637,,,,,,,,7,,,,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,20.312035,870.824505,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_06_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_72000/000_adv_label_2_eran_run.log,20,random,42,76550,8498,552925,8083,415,415,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31422,1511,175647,1098,413,413,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 7.75677e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45128,6987,,1.2,31422,1511,175647,1098,413,413,19,23,objective,-1.743925e+00,2951,0.95,1,5527,10.01,9,10.01,1.0,-1.4252987674775084,0,,,"[(46395, 7402), (7337, 53385)]",0.31,1161,31663,179909,,,,802,22,43,0.88,951,1.37,-1.743923751e+00,6,189,51,,125,39,128,,62670.0,213,1.476e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,,,,,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,"[33, 3, 92, 88, 85, 36, 32, 202, 30, 168, 4, 231, 224, 84, 86, 197, 225, 63, 140, 117]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,20.468424,rerun_attempt_runtime,20.468424,870.824505,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_06_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_72000/001_adv_label_2_eran_run.log,20,random,42,76570,8558,553025,8103,455,455,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31462,1531,178917,1098,433,433,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 6.17312e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45108,7027,,1.36,31462,1531,178917,1098,433,433,18,38,objective,-1.743427e+00,2987,0.96,1,5339,10.01,9,10.0,1.0,-1.531828431558719,0,,,"[(46395, 7442), (7377, 53405)]",0.32,1181,31723,180009,,,,748,14,41,0.77,899,1.21,-1.743923751e+00,8,69,50,,51,56,140,,62690.0,213,1.476e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,7,,,,
7,9,2,0,0,9,0.8,72000.0,True,False,0.5,False,False,1000,"[202, 148, 85, 171, 227, 92, 0, 58, 168, 119, 228, 57, 84, 204, 32, 30, 143, 31, 60, 224]",single_label_rerun,2,3,2,6,CUTOFF,verified,False,False,830.044046,rerun_attempt_runtime,830.044046,870.824505,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_06_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_72000/002_adv_label_2_eran_run.log,20,random,42,76590,8618,553165,8131,487,487,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31510,1583,179083,1130,453,453,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 6.17312e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45080,7035,,1.31,31510,1583,179083,1130,453,453,38,33,objective,-1.743037e+00,3168,1.05,4640,1873175,821.0,6,820.99,4640.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,27,147,51,,207,74,530,,,,,,,,7,,1,,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,20.374994,781.940608,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_07_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_10_72000/000_adv_label_2_eran_run.log,20,random,42,76550,8498,552925,8083,415,415,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31422,1511,175647,1098,413,413,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 7.75677e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45128,6987,,1.2,31422,1511,175647,1098,413,413,19,23,objective,-1.743925e+00,2951,1.0,1,5527,10.01,9,10.01,1.0,-1.4252987674775084,0,,,"[(46395, 7402), (7337, 53385)]",0.31,1161,31663,179909,,,,802,22,43,0.93,951,1.39,-1.743923751e+00,6,189,51,,125,39,128,,62670.0,213,1.476e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,,,,,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,"[33, 3, 92, 88, 85, 36, 32, 202, 30, 168, 4, 231, 224, 84, 86, 197, 225, 63, 140, 117]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,20.601041,rerun_attempt_runtime,20.601041,781.940608,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_07_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_10_72000/001_adv_label_2_eran_run.log,20,random,42,76570,8558,553025,8103,455,455,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31462,1531,178917,1098,433,433,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 6.17312e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45108,7027,,1.44,31462,1531,178917,1098,433,433,18,38,objective,-1.743427e+00,2987,0.97,1,5339,10.01,9,10.0,1.0,-1.531828431558719,0,,,"[(46395, 7442), (7377, 53405)]",0.31,1181,31723,180009,,,,748,14,41,0.85,899,1.27,-1.743923751e+00,8,69,50,,51,56,140,,62690.0,213,1.476e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,7,,,,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,"[202, 148, 85, 171, 227, 92, 0, 58, 168, 119, 228, 57, 84, 204, 32, 30, 143, 31, 60, 224]",single_label_rerun,2,3,2,9,TIME_LIMIT,timeout,True,False,20.290582,rerun_attempt_runtime,20.290582,781.940608,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_07_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_10_72000/002_adv_label_2_eran_run.log,20,random,42,76590,8618,553165,8131,487,487,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31510,1583,179083,1130,453,453,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 6.17312e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45080,7035,,1.31,31510,1583,179083,1130,453,453,38,33,objective,-1.743037e+00,3168,1.04,1,5375,10.01,9,10.01,1.0,-1.5324849752376313,0,,,"[(46371, 7466), (7409, 53409)]",0.32,1209,31799,180173,,,,698,10,40,0.78,868,1.18,-1.743924734e+00,10,78,55,,85,50,193,1,62740.0,213,1.477e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,7,,,,
7,9,2,0,0,9,0.8,72000.0,True,False,0.5,False,False,1000,"[120, 229, 90, 5, 172, 201, 34, 143, 29, 203, 113, 141, 62, 8, 231, 86, 204, 224, 168, 33]",single_label_rerun,3,4,3,6,CUTOFF,verified,False,False,720.673991,rerun_attempt_runtime,720.673991,781.940608,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_07_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_10_72000/003_adv_label_2_eran_run.log,20,random,42,76610,8682,553322,8162,520,520,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31553,1631,176001,1158,473,473,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 0.000100063, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45057,7051,,1.23,31553,1631,176001,1158,473,473,65,34,objective,-1.741562e+00,2881,0.96,4851,1790219,711.59,6,711.58,4851.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,13,40,35,,45,31,163,,,,,,,,7,,,,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,20.255527,797.174591,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_08_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_72000/000_adv_label_2_eran_run.log,30,random,42,76550,8498,552925,8083,415,415,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31422,1511,175647,1098,413,413,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 7.75677e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45128,6987,,1.19,31422,1511,175647,1098,413,413,19,23,objective,-1.743925e+00,2951,0.95,1,5527,10.01,9,10.01,1.0,-1.4252987674775084,0,,,"[(46395, 7402), (7337, 53385)]",0.31,1161,31663,179909,,,,802,22,43,0.78,951,1.29,-1.743923751e+00,6,177,51,,147,56,263,,62670.0,213,1.476e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,,,,,
7,9,2,0,0,9,0.8,72000.0,True,False,0.5,False,False,1000,"[33, 3, 92, 88, 85, 36, 32, 202, 30, 168, 4, 231, 224, 84, 86, 197, 225, 63, 140, 117, 120, 91, 64, 232, 228, 113, 227, 146, 0, 143]",single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,776.919064,rerun_attempt_runtime,776.919064,797.174591,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_08_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_72000/001_adv_label_2_eran_run.log,30,random,42,76580,8588,553075,8113,475,475,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31482,1541,178982,1098,443,443,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 6.17312e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45098,7047,,1.36,31482,1541,178982,1098,443,443,21,32,objective,-1.742423e+00,2895,0.94,4719,1780973,767.83,6,767.83,4719.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,28,142,51,1,215,81,508,,,,,,,,8,2,,,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,20.444474,1193.978334,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_09_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_72000/000_adv_label_2_eran_run.log,30,random,42,76550,8498,552925,8083,415,415,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31422,1511,175647,1098,413,413,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 7.75677e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45128,6987,,1.22,31422,1511,175647,1098,413,413,19,23,objective,-1.743925e+00,2951,0.95,1,5527,10.01,9,10.01,1.0,-1.4252987674775084,0,,,"[(46395, 7402), (7337, 53385)]",0.31,1161,31663,179909,,,,802,22,43,0.99,951,1.47,-1.743923751e+00,6,171,51,,107,59,272,,62670.0,213,1.476e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,,,,,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,"[33, 3, 92, 88, 85, 36, 32, 202, 30, 168, 4, 231, 224, 84, 86, 197, 225, 63, 140, 117, 120, 91, 64, 232, 228, 113, 227, 146, 0, 143]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,20.369254,rerun_attempt_runtime,20.369254,1193.978334,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_09_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_72000/001_adv_label_2_eran_run.log,30,random,42,76580,8588,553075,8113,475,475,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31482,1541,178982,1098,443,443,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 6.17312e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45098,7047,,1.35,31482,1541,178982,1098,443,443,21,32,objective,-1.742423e+00,2895,0.94,1,5219,10.01,9,10.0,1.0,-1.5271131610534985,0,,,"[(46395, 7462), (7397, 53415)]",0.32,1191,31753,180059,,,,697,11,42,0.89,853,1.27,-1.743923751e+00,14,95,41,,78,43,116,,62700.0,213,1.477e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,10,,,,
7,9,2,0,0,9,0.8,72000.0,True,False,0.5,False,False,1000,"[58, 168, 119, 92, 57, 84, 230, 32, 30, 143, 31, 140, 120, 90, 5, 172, 34, 204, 199, 229, 56, 148, 116, 115, 170, 169, 61, 112, 203, 202]",single_label_rerun,2,3,2,11,INTERRUPTED,verified,False,False,1153.164606,rerun_attempt_runtime,1153.164606,1193.978334,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_213137_run_09_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_72000/002_adv_label_2_eran_run.log,30,random,42,76610,8678,553270,8152,526,526,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31551,1607,175701,1134,473,473,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 0.000100063, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45059,7071,,1.18,31551,1607,175701,1134,473,473,44,26,objective,-1.739321e+00,2840,0.9,7076,3088430,1144.19,11,1144.18,7076.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,18,44,19,,57,11,210,,,,,,,,10,,,2,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,20.503161,1006.993612,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260517/20260516_213137_run_10_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_10_72000/000_adv_label_2_eran_run.log,30,random,42,76550,8498,552925,8083,415,415,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31422,1511,175647,1098,413,413,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 7.75677e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45128,6987,,1.21,31422,1511,175647,1098,413,413,19,23,objective,-1.743925e+00,2951,0.97,1,5527,10.01,9,10.01,1.0,-1.4252987674775084,0,,,"[(46395, 7402), (7337, 53385)]",0.31,1161,31663,179909,,,,802,22,43,0.87,951,1.55,-1.743923751e+00,6,176,51,,138,56,274,,62670.0,213,1.476e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,,,,,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,"[33, 3, 92, 88, 85, 36, 32, 202, 30, 168, 4, 231, 224, 84, 86, 197, 225, 63, 140, 117, 120, 91, 64, 232, 228, 113, 227, 146, 0, 143]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,20.5556,rerun_attempt_runtime,20.5556,1006.993612,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260517/20260516_213137_run_10_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_10_72000/001_adv_label_2_eran_run.log,30,random,42,76580,8588,553075,8113,475,475,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31482,1541,178982,1098,443,443,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 6.17312e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45098,7047,,1.35,31482,1541,178982,1098,443,443,21,32,objective,-1.742423e+00,2895,0.94,1,5219,10.01,9,10.0,1.0,-1.5271131610534985,0,,,"[(46395, 7462), (7397, 53415)]",0.32,1191,31753,180059,,,,697,11,42,0.8,853,1.2,-1.743923751e+00,14,95,41,,78,43,116,,62700.0,213,1.477e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,10,,,,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,"[58, 168, 119, 92, 57, 84, 230, 32, 30, 143, 31, 140, 120, 90, 5, 172, 34, 204, 199, 229, 56, 148, 116, 115, 170, 169, 61, 112, 203, 202]",single_label_rerun,2,3,2,9,TIME_LIMIT,timeout,True,False,20.544329,rerun_attempt_runtime,20.544329,1006.993612,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260517/20260516_213137_run_10_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_10_72000/002_adv_label_2_eran_run.log,30,random,42,76610,8678,553270,8152,526,526,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31551,1607,175701,1134,473,473,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 0.000100063, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45059,7071,,1.2,31551,1607,175701,1134,473,473,44,26,objective,-1.739321e+00,2840,0.91,1,5339,10.01,9,10.0,1.0,-1.5338489464110165,0,,,"[(46368, 7504), (7449, 53429)]",0.33,1229,31859,180278,,,,749,21,42,0.9,960,1.47,-1.743923751e+00,17,122,50,1,89,57,213,,62740.0,213,1.477e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),611,14,12,,,3,
7,9,2,0,0,9,0.8,72000.0,True,False,0.5,False,False,1000,"[8, 5, 86, 113, 29, 230, 31, 143, 92, 172, 141, 58, 142, 140, 64, 91, 28, 59, 198, 203, 34, 228, 227, 62, 36, 116, 120, 224, 33, 119]",single_label_rerun,3,4,3,11,INTERRUPTED,verified,False,False,945.390522,rerun_attempt_runtime,945.390522,1006.993612,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260517/20260516_213137_run_10_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_10_10_72000/003_adv_label_2_eran_run.log,30,random,42,76640,8776,553574,8212,564,564,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31625,1725,179565,1222,503,503,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 6.17312e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45015,7051,,1.36,31625,1725,179565,1222,503,503,28,41,objective,-1.742445e+00,3201,1.04,5397,2323269,936.33,11,936.32,5397.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,38,211,76,1,195,113,532,,,,,,,,10,2,6,,
7,9,2,0,0,9,0.8,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,20.605089,808.36665,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260517/20260516_213137_run_11_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_72000/000_adv_label_2_eran_run.log,10,max,42,76550,8498,552925,8083,415,415,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31422,1511,175647,1098,413,413,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 7.75677e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45128,6987,,1.21,31422,1511,175647,1098,413,413,19,23,objective,-1.743925e+00,2951,0.95,1,5527,10.01,9,10.01,1.0,-1.4252987674775084,0,,,"[(46395, 7402), (7337, 53385)]",0.31,1161,31663,179909,,,,802,22,43,0.83,951,1.3,-1.743923751e+00,6,189,51,,125,39,128,,62670.0,213,1.476e+05 (roughly 14 MBytes of memory),2.357e+07 (less than 1 second per iteration),612,14,,,,,
7,9,2,0,0,9,0.8,72000.0,True,False,0.5,False,False,1000,"[203, 174, 175, 202, 232, 176, 231, 204, 173, 172]",single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,787.761561,rerun_attempt_runtime,787.761561,808.36665,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260517/20260516_213137_run_11_img_7_patch_0_0_size_9_max_depth_4_ub_0p8_adv_label_2_timeouts_10_72000/001_adv_label_2_eran_run.log,10,max,42,76560,8528,552975,8093,435,435,415,"[ 1.01469e-13, 35.346 ]","[ 1, 1 ]","[ 2.98161e-08, 35.346 ]","[ 1.67848e-38, 23.028 ]",31442,1521,176132,1098,423,423,,"[ 2.0619e-08, 171.383 ]","[ 1, 1 ]","[ 7.75677e-05, 35.346 ]","[ 9.68222e-08, 1087.35 ]",45118,7007,,1.21,31442,1521,176132,1098,423,423,14,18,objective,-1.741477e+00,2784,0.89,4706,1780230,778.6,6,778.6,4706.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,37,144,51,1,205,78,489,1,,,,,,,5,,,,
