image_index,true_label,adv_label,patch_x,patch_y,patch_size,upper_bound,timeout_milp_s,add_bool_constraints,use_refine_poly,middle_bound,run_scope,global_attempt_index,label_attempt_index,current_depth,status_code,status_name,final_outcome,is_timeout,is_adversarial_found,iteration_runtime_seconds,iteration_runtime_source,attempt_runtime_seconds,parent_total_run_time_seconds,parent_status,parent_attempt_count,parent_max_depth_reached,log_path
12,9,0,0,0,10,0.8,720000.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.7932448387145996,initial_label_local_verify_time,35716.789549,35716.789549,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260413/20260413_194652_run_01_ub_0p8_timeouts_720000/000_all_labels_eran_run.log
12,9,1,0,0,10,0.8,720000.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.6423873901367188,initial_label_local_verify_time,35716.789549,35716.789549,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260413/20260413_194652_run_01_ub_0p8_timeouts_720000/000_all_labels_eran_run.log
12,9,2,0,0,10,0.8,720000.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.8065450191497803,initial_label_local_verify_time,35716.789549,35716.789549,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260413/20260413_194652_run_01_ub_0p8_timeouts_720000/000_all_labels_eran_run.log
12,9,3,0,0,10,0.8,720000.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,110.20581722259521,initial_label_local_verify_time,35716.789549,35716.789549,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260413/20260413_194652_run_01_ub_0p8_timeouts_720000/000_all_labels_eran_run.log
12,9,4,0,0,10,0.8,720000.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,78.80632829666138,initial_label_local_verify_time,35716.789549,35716.789549,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260413/20260413_194652_run_01_ub_0p8_timeouts_720000/000_all_labels_eran_run.log
12,9,5,0,0,10,0.8,720000.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.9516284465789795,initial_label_local_verify_time,35716.789549,35716.789549,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260413/20260413_194652_run_01_ub_0p8_timeouts_720000/000_all_labels_eran_run.log
12,9,6,0,0,10,0.8,720000.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.3807435035705566,initial_label_local_verify_time,35716.789549,35716.789549,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260413/20260413_194652_run_01_ub_0p8_timeouts_720000/000_all_labels_eran_run.log
12,9,7,0,0,10,0.8,720000.0,True,False,0.5,initial_all_labels,0,1,0,11,INTERRUPTED,verified,False,False,35501.728691101074,initial_label_local_verify_time,35716.789549,35716.789549,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260413/20260413_194652_run_01_ub_0p8_timeouts_720000/000_all_labels_eran_run.log
12,9,8,0,0,10,0.8,720000.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.5972540378570557,initial_label_local_verify_time,35716.789549,35716.789549,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260413/20260413_194652_run_01_ub_0p8_timeouts_720000/000_all_labels_eran_run.log
12,9,0,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.682499885559082,initial_label_local_verify_time,60.141654,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/000_all_labels_eran_run.log
12,9,1,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.5441067218780518,initial_label_local_verify_time,60.141654,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/000_all_labels_eran_run.log
12,9,2,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.7691102027893066,initial_label_local_verify_time,60.141654,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/000_all_labels_eran_run.log
12,9,3,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,60.141654,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/000_all_labels_eran_run.log
12,9,4,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,60.141654,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/000_all_labels_eran_run.log
12,9,5,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.8578484058380127,initial_label_local_verify_time,60.141654,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/000_all_labels_eran_run.log
12,9,6,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.374013662338257,initial_label_local_verify_time,60.141654,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/000_all_labels_eran_run.log
12,9,7,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,60.141654,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/000_all_labels_eran_run.log
12,9,8,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.681016683578491,initial_label_local_verify_time,60.141654,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/000_all_labels_eran_run.log
12,9,3,0,0,10,0.8,720000.0,True,False,0.5,single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,111.829111,rerun_attempt_runtime,111.829111,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/001_adv_label_3_eran_run.log
12,9,4,0,0,10,0.8,720000.0,True,False,0.5,single_label_rerun,2,2,1,6,CUTOFF,verified,False,False,110.803474,rerun_attempt_runtime,110.803474,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/002_adv_label_4_eran_run.log
12,9,7,0,0,10,0.8,720000.0,True,False,0.5,single_label_rerun,3,2,1,11,INTERRUPTED,verified,False,False,95192.122585,rerun_attempt_runtime,95192.122585,95474.896824,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260414/20260413_194652_run_02_ub_0p8_timeouts_10_720000/003_adv_label_7_eran_run.log
12,9,0,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.6779518127441406,initial_label_local_verify_time,59.92603,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/000_all_labels_eran_run.log
12,9,1,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.4981048107147217,initial_label_local_verify_time,59.92603,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/000_all_labels_eran_run.log
12,9,2,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.736485481262207,initial_label_local_verify_time,59.92603,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/000_all_labels_eran_run.log
12,9,3,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,59.92603,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/000_all_labels_eran_run.log
12,9,4,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,59.92603,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/000_all_labels_eran_run.log
12,9,5,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.8428759574890137,initial_label_local_verify_time,59.92603,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/000_all_labels_eran_run.log
12,9,6,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.363476037979126,initial_label_local_verify_time,59.92603,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/000_all_labels_eran_run.log
12,9,7,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,59.92603,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/000_all_labels_eran_run.log
12,9,8,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.4727017879486084,initial_label_local_verify_time,59.92603,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/000_all_labels_eran_run.log
12,9,3,0,0,10,0.8,10.0,True,False,0.5,single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,21.12614,rerun_attempt_runtime,21.12614,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/001_adv_label_3_eran_run.log
12,9,3,0,0,10,0.8,720000.0,True,False,0.5,single_label_rerun,2,3,2,6,CUTOFF,verified,False,False,111.366981,rerun_attempt_runtime,111.366981,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/002_adv_label_3_eran_run.log
12,9,4,0,0,10,0.8,10.0,True,False,0.5,single_label_rerun,3,2,1,9,TIME_LIMIT,timeout,True,False,21.379655,rerun_attempt_runtime,21.379655,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/003_adv_label_4_eran_run.log
12,9,4,0,0,10,0.8,720000.0,True,False,0.5,single_label_rerun,4,3,2,6,CUTOFF,verified,False,False,93.140298,rerun_attempt_runtime,93.140298,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/004_adv_label_4_eran_run.log
12,9,7,0,0,10,0.8,10.0,True,False,0.5,single_label_rerun,5,2,1,9,TIME_LIMIT,timeout,True,False,21.483975,rerun_attempt_runtime,21.483975,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/005_adv_label_7_eran_run.log
12,9,7,0,0,10,0.8,720000.0,True,False,0.5,single_label_rerun,6,3,2,11,INTERRUPTED,verified,False,False,56287.782767,rerun_attempt_runtime,56287.782767,56616.205846,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_03_ub_0p8_timeouts_10_10_720000/006_adv_label_7_eran_run.log
12,9,0,0,0,10,0.8,10.0,True,False,0.5,initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2.6786084175109863,initial_label_local_verify_time,61.00234,51634.134737,Verified,10,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260415/20260413_194652_run_04_ub_0p8_timeouts_10_10_10_720000/000_all_labels_eran_run.log
