image_index,true_label,adv_label,patch_x,patch_y,patch_size,upper_bound,timeout_milp_s,add_bool_constraints,use_refine_poly,middle_bound,skip_singleton_bounds,enable_split_bit_branch_priority,split_bit_branch_priority,split_indices,run_scope,global_attempt_index,label_attempt_index,current_depth,status_code,status_name,final_outcome,is_timeout,is_adversarial_found,iteration_runtime_seconds,iteration_runtime_source,attempt_runtime_seconds,parent_total_run_time_seconds,parent_status,parent_attempt_count,parent_max_depth_reached,log_path
2,1,0,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,11,INTERRUPTED,verified,False,False,1.661484956741333,initial_label_local_verify_time,6478.938586,6478.938586,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_01_ub_0p75_timeouts_720000/000_all_labels_eran_run.log
2,1,2,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,11,INTERRUPTED,verified,False,False,3825.0517559051514,initial_label_local_verify_time,6478.938586,6478.938586,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_01_ub_0p75_timeouts_720000/000_all_labels_eran_run.log
2,1,3,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,25.314409494400024,initial_label_local_verify_time,6478.938586,6478.938586,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_01_ub_0p75_timeouts_720000/000_all_labels_eran_run.log
2,1,4,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,3.566770315170288,initial_label_local_verify_time,6478.938586,6478.938586,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_01_ub_0p75_timeouts_720000/000_all_labels_eran_run.log
2,1,5,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,3.1167070865631104,initial_label_local_verify_time,6478.938586,6478.938586,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_01_ub_0p75_timeouts_720000/000_all_labels_eran_run.log
2,1,6,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,3.314689874649048,initial_label_local_verify_time,6478.938586,6478.938586,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_01_ub_0p75_timeouts_720000/000_all_labels_eran_run.log
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,2593.747060775757,initial_label_local_verify_time,6478.938586,6478.938586,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_01_ub_0p75_timeouts_720000/000_all_labels_eran_run.log
2,1,8,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,8.348620653152466,initial_label_local_verify_time,6478.938586,6478.938586,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_01_ub_0p75_timeouts_720000/000_all_labels_eran_run.log
2,1,9,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,3.3447425365448,initial_label_local_verify_time,6478.938586,6478.938586,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_01_ub_0p75_timeouts_720000/000_all_labels_eran_run.log
2,1,0,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,11,INTERRUPTED,verified,False,False,1.7062699794769287,initial_label_local_verify_time,75.219141,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/000_all_labels_eran_run.log
2,1,2,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,75.219141,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/000_all_labels_eran_run.log
2,1,3,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,75.219141,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/000_all_labels_eran_run.log
2,1,4,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,5.487664699554443,initial_label_local_verify_time,75.219141,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/000_all_labels_eran_run.log
2,1,5,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,3.200873851776123,initial_label_local_verify_time,75.219141,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/000_all_labels_eran_run.log
2,1,6,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,3.343634605407715,initial_label_local_verify_time,75.219141,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/000_all_labels_eran_run.log
2,1,7,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,75.219141,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/000_all_labels_eran_run.log
2,1,8,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,8.52108883857727,initial_label_local_verify_time,75.219141,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/000_all_labels_eran_run.log
2,1,9,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,3.3937571048736572,initial_label_local_verify_time,75.219141,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/000_all_labels_eran_run.log
2,1,2,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,"[233, 230, 229, 261, 232, 231, 202, 201, 228, 203, 200, 205, 227, 199, 257, 256, 120, 121, 226, 258, 198, 225, 260, 93, 119, 197, 254, 172, 204, 171]",single_label_rerun,1,2,1,11,INTERRUPTED,verified,False,False,5313.724967,rerun_attempt_runtime,5313.724967,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/001_adv_label_2_eran_run.log
2,1,3,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,"[205, 233, 232, 204, 203, 231, 230, 177, 229, 202, 176, 201, 228, 200, 227, 226, 199, 256, 198, 257, 225, 254, 170, 197, 171, 169, 175, 261, 260, 258]",single_label_rerun,2,2,1,6,CUTOFF,verified,False,False,44.489182,rerun_attempt_runtime,44.489182,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/002_adv_label_3_eran_run.log
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202, 258, 201, 257, 200, 228, 226, 227, 198, 256, 199, 225, 260, 176, 197, 170, 169, 259, 253, 254, 255]",single_label_rerun,3,2,1,11,INTERRUPTED,verified,False,False,1853.729186,rerun_attempt_runtime,1853.729186,7287.162476,Verified,4,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_02_ub_0p75_timeouts_10_720000/003_adv_label_7_eran_run.log
2,1,0,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,11,INTERRUPTED,verified,False,False,1.6671743392944336,initial_label_local_verify_time,74.954244,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/000_all_labels_eran_run.log
2,1,2,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,74.954244,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/000_all_labels_eran_run.log
2,1,3,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,74.954244,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/000_all_labels_eran_run.log
2,1,4,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,5.3889501094818115,initial_label_local_verify_time,74.954244,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/000_all_labels_eran_run.log
2,1,5,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,3.1916210651397705,initial_label_local_verify_time,74.954244,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/000_all_labels_eran_run.log
2,1,6,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,3.2734360694885254,initial_label_local_verify_time,74.954244,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/000_all_labels_eran_run.log
2,1,7,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,74.954244,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/000_all_labels_eran_run.log
2,1,8,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,8.39419960975647,initial_label_local_verify_time,74.954244,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/000_all_labels_eran_run.log
2,1,9,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,[],initial_all_labels,0,1,0,6,CUTOFF,verified,False,False,3.486149311065674,initial_label_local_verify_time,74.954244,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/000_all_labels_eran_run.log
2,1,2,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,"[233, 230, 229, 261, 232, 231, 202, 201, 228, 203, 200, 205, 227, 199, 257, 256, 120, 121, 226, 258, 198, 225, 260, 93, 119, 197, 254, 172, 204, 171]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,25.946836,rerun_attempt_runtime,25.946836,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/001_adv_label_2_eran_run.log
2,1,2,0,0,10,0.75,720000.0,True,False,0.5,True,False,1000,"[233, 230, 229, 261, 232, 231, 202, 201, 228, 203, 200, 205, 227, 199, 257, 256, 120, 121, 226, 258, 198, 225, 260, 93, 119, 197, 254, 172, 204, 171]",single_label_rerun,2,3,2,6,CUTOFF,verified,False,False,3235.754793,rerun_attempt_runtime,3235.754793,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/002_adv_label_2_eran_run.log
2,1,3,0,0,10,0.75,10.0,True,False,0.5,True,False,1000,"[205, 233, 232, 204, 203, 231, 230, 177, 229, 202, 176, 201, 228, 200, 227, 226, 199, 256, 198, 257, 225, 254, 170, 197, 171, 169, 175, 261, 260, 258]",single_label_rerun,3,2,1,9,TIME_LIMIT,timeout,True,False,25.365228,rerun_attempt_runtime,25.365228,7122.556837,Verified,7,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260508/20260508_070917_run_03_ub_0p75_timeouts_10_10_720000/003_adv_label_3_eran_run.log
