image_index,true_label,adv_label,patch_x,patch_y,patch_size,upper_bound,timeout_milp_s,add_bool_constraints,use_refine_poly,middle_bound,skip_singleton_bounds,enable_split_bit_branch_priority,split_bit_branch_priority,split_indices,run_scope,global_attempt_index,label_attempt_index,current_depth,status_code,status_name,final_outcome,is_timeout,is_adversarial_found,iteration_runtime_seconds,iteration_runtime_source,attempt_runtime_seconds,parent_total_run_time_seconds,parent_status,parent_attempt_count,parent_max_depth_reached,log_path,top_k,split_selection_mode,split_random_seed,linear_constraint_matrix_constrs,linear_constraint_matrix_vars,linear_constraint_matrix_nzs,variable_types_continuous,variable_types_integer,variable_types_binary,general_constraints,matrix_coefficient_range,objective_coefficient_range,variable_bound_range,rhs_coefficient_range,linear_constraint_matrix_constrs_presolved,linear_constraint_matrix_vars_presolved,linear_constraint_matrix_nzs_presolved,variable_types_continuous_presolved,variable_types_integer_presolved,variable_types_binary_presolved,general_constraints_presolved,matrix_coefficient_range_presolved,objective_coefficient_range_presolved,variable_bound_range_presolved,rhs_coefficient_range_presolved,optimizer_presolve_removed_rows,optimizer_presolve_removed_columns,optimizer_presolve_removed_steps,optimizer_presolve_time_seconds,optimizer_presolved_rows,optimizer_presolved_columns,optimizer_presolved_nonzeros,optimizer_presolved_variable_types_continuous,optimizer_presolved_variable_types_integer,optimizer_presolved_variable_types_binary,extra_simplex_iterations_after_uncrush,extra_simplex_iterations_dual_to_original,root_relaxation_result,root_relaxation_objective,root_relaxation_iterations,root_relaxation_seconds,explored_nodes,explored_simplex_iterations,explored_time_seconds,mip_final_status,mip_final_runtime_seconds,mip_final_nodes,mip_final_objbound,mip_final_solcnt,relaxed_presolve_removed_rows,relaxed_presolve_removed_columns,relaxed_presolve_removed_steps,relaxed_presolve_time_seconds,relaxed_presolved_rows,relaxed_presolved_columns,relaxed_presolved_nonzeros,relaxed_presolved_variable_types_continuous,relaxed_presolved_variable_types_integer,relaxed_presolved_variable_types_binary,relaxed_extra_simplex_iterations_after_uncrush,relaxed_extra_simplex_iterations_dual_to_original,relaxed_barrier_solved_iterations,relaxed_barrier_solved_seconds,relaxed_solved_iterations,relaxed_solved_seconds,relaxed_optimal_objective,cutting_planes_clique,cutting_planes_cover,cutting_planes_flow_cover,cutting_planes_implied_bound,cutting_planes_mir,cutting_planes_projected_implied_bound,cutting_planes_relax_and_lift,cutting_planes_rlt,cutting_planes_learned,relaxed_barrier_aa_nz,relaxed_barrier_dense_cols,relaxed_barrier_factor_nz,relaxed_barrier_factor_ops,relaxed_barrier_free_vars,relaxed_barrier_threads,cutting_planes_gomory,cutting_planes_network,cutting_planes_strongcg,cutting_planes_zero_half
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,27.441194,2082.890461,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_05_ub_0p75_adv_label_7_timeouts_10_720000/000_adv_label_7_eran_run.log,30,min,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,2.23,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.79,1,3691,10.04,9,10.04,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.53,1402,54642,294503,,,,684,39,39,1.19,1813,2.22,-1.666604803e+00,3,20,535,97,226,,,,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[117, 89, 173, 61, 145, 118, 147, 116, 149, 58, 59, 146, 121, 90, 120, 85, 113, 144, 119, 62, 115, 57, 114, 112, 87, 88, 86, 84, 93, 143]",single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,2055.449267,rerun_attempt_runtime,2055.449267,2082.890461,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_05_ub_0p75_adv_label_7_timeouts_10_720000/001_adv_label_7_eran_run.log,30,min,42,128733,8772,724867,8132,640,640,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54649,1908,294072,1317,591,591,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2589 ]",74084,6864,,2.4,54649,1908,294072,1317,591,591,9882,80,objective,-1.663125e+00,13518,3.12,3027,2588100,2040.43,6,2040.42,3027.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,2,31,366,65,449,,94,1197,1,,,,,,,2,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,27.128272,4252.542199,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_06_ub_0p75_adv_label_7_timeouts_10_10_720000/000_adv_label_7_eran_run.log,30,min,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,2.22,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.79,1,3691,10.04,9,10.03,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.53,1402,54642,294503,,,,684,39,39,1.26,1813,2.02,-1.666604803e+00,3,20,535,97,226,,,,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[117, 89, 173, 61, 145, 118, 147, 116, 149, 58, 59, 146, 121, 90, 120, 85, 113, 144, 119, 62, 115, 57, 114, 112, 87, 88, 86, 84, 93, 143]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,27.047788,rerun_attempt_runtime,27.047788,4252.542199,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_06_ub_0p75_adv_label_7_timeouts_10_10_720000/001_adv_label_7_eran_run.log,30,min,42,128733,8772,724867,8132,640,640,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54649,1908,294072,1317,591,591,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2589 ]",74084,6864,,2.42,54649,1908,294072,1317,591,591,9882,80,objective,-1.663125e+00,13518,3.19,1,13738,10.03,9,10.03,1.0,-1.6631255428911347,0,,,"[(75846, 7392), (7340, 82773)]",0.53,1432,54732,294653,,,,675,31,42,1.23,1485,2.09,-1.666604803e+00,6,28,443,100,128,,,,1,87350.0,213,2.160e+05 (roughly 24 MBytes of memory),4.209e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[117, 89, 173, 61, 145, 118, 147, 116, 149, 58, 59, 146, 121, 90, 120, 85, 113, 144, 119, 62, 115, 57, 114, 112, 87, 88, 86, 84, 93, 143]",single_label_rerun,2,3,2,11,INTERRUPTED,verified,False,False,4198.366139,rerun_attempt_runtime,4198.366139,4252.542199,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_06_ub_0p75_adv_label_7_timeouts_10_10_720000/002_adv_label_7_eran_run.log,30,min,42,128763,8862,725167,8192,670,670,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54735,2058,288882,1437,621,621,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74028,6804,,1.73,54735,2058,288882,1437,621,621,31,35,objective,-1.665423e+00,3369,1.72,7887,6563230,4184.07,11,4184.07,7887.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,,7,289,85,452,,87,1447,1,,,,,,,,2,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,27.194685,4138.253202,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_07_ub_0p75_adv_label_7_timeouts_10_10_10_720000/000_adv_label_7_eran_run.log,30,min,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,2.32,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.83,1,3691,10.02,9,10.02,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.54,1402,54642,294503,,,,684,39,39,1.29,1813,2.22,-1.666604803e+00,3,20,708,101,226,,,,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[117, 89, 173, 61, 145, 118, 147, 116, 149, 58, 59, 146, 121, 90, 120, 85, 113, 144, 119, 62, 115, 57, 114, 112, 87, 88, 86, 84, 93, 143]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,27.092934,rerun_attempt_runtime,27.092934,4138.253202,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_07_ub_0p75_adv_label_7_timeouts_10_10_10_720000/001_adv_label_7_eran_run.log,30,min,42,128733,8772,724867,8132,640,640,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54649,1908,294072,1317,591,591,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2589 ]",74084,6864,,2.39,54649,1908,294072,1317,591,591,9882,80,objective,-1.663125e+00,13518,3.17,1,13738,10.04,9,10.04,1.0,-1.6631255428911347,0,,,"[(75846, 7392), (7340, 82773)]",0.54,1432,54732,294653,,,,675,31,42,1.18,1485,1.98,-1.666604803e+00,6,28,462,100,140,,,,1,87350.0,213,2.160e+05 (roughly 24 MBytes of memory),4.209e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[117, 89, 173, 61, 145, 118, 147, 116, 149, 58, 59, 146, 121, 90, 120, 85, 113, 144, 119, 62, 115, 57, 114, 112, 87, 88, 86, 84, 93, 143]",single_label_rerun,2,3,2,9,TIME_LIMIT,timeout,True,False,26.698051,rerun_attempt_runtime,26.698051,4138.253202,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_07_ub_0p75_adv_label_7_timeouts_10_10_10_720000/002_adv_label_7_eran_run.log,30,min,42,128763,8862,725167,8192,670,670,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54735,2058,288882,1437,621,621,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74028,6804,,1.76,54735,2058,288882,1437,621,621,31,35,objective,-1.665423e+00,3369,1.71,1,3646,10.01,9,10.01,1.0,-1.665423475273358,0,,,"[(75756, 7392), (7370, 82743)]",0.54,1492,54882,295043,,,,786,26,40,1.29,1114,2.07,-1.666604599e+00,4,23,368,111,126,,76,260,,87500.0,213,2.162e+05 (roughly 24 MBytes of memory),4.209e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[117, 89, 173, 61, 145, 118, 147, 116, 149, 58, 59, 146, 121, 90, 120, 85, 113, 144, 119, 62, 115, 57, 114, 112, 87, 88, 86, 84, 93, 143]",single_label_rerun,3,4,3,6,CUTOFF,verified,False,False,4057.267532,rerun_attempt_runtime,4057.267532,4138.253202,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_07_ub_0p75_adv_label_7_timeouts_10_10_10_720000/003_adv_label_7_eran_run.log,30,min,42,128793,9012,725797,8312,700,700,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54769,2208,294878,1557,651,651,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74024,6804,,2.34,54769,2208,294878,1557,651,651,5126,57,objective,-1.663235e+00,9780,3.54,4896,6141835,4042.41,6,4042.41,4896.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,,9,320,78,483,1,87,1440,1,,,,,,,2,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,26.938948,1312.699725,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_08_ub_0p75_adv_label_7_timeouts_10_720000/000_adv_label_7_eran_run.log,30,random,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,2.24,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.8,1,3691,10.03,9,10.02,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.52,1402,54642,294503,,,,684,39,39,1.14,1813,1.97,-1.666604803e+00,3,20,708,101,226,,,,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[225, 32, 3, 256, 89, 85, 64, 35, 31, 230, 177, 29, 201, 144, 4, 259, 232, 63, 65, 172, 203, 228, 197, 61, 233, 143, 255, 147, 257, 0]",single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,1285.760777,rerun_attempt_runtime,1285.760777,1312.699725,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_08_ub_0p75_adv_label_7_timeouts_10_720000/001_adv_label_7_eran_run.log,30,random,42,128733,8772,724867,8132,640,640,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54647,1908,294098,1317,591,591,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2667 ]",74086,6864,,2.54,54647,1908,294098,1317,591,591,1816,50,objective,-1.662472e+00,5057,1.93,2397,1461218,1270.65,6,1270.64,2397.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,6,19,183,40,230,1,41,561,,,,,,,,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,25.077358,1742.572829,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_09_ub_0p75_adv_label_7_timeouts_10_10_720000/000_adv_label_7_eran_run.log,30,random,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,1.91,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.56,1,3691,10.01,9,10.01,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.48,1402,54642,294503,,,,684,39,39,1.02,1813,1.76,-1.666604803e+00,3,20,224,86,128,,29,134,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[225, 32, 3, 256, 89, 85, 64, 35, 31, 230, 177, 29, 201, 144, 4, 259, 232, 63, 65, 172, 203, 228, 197, 61, 233, 143, 255, 147, 257, 0]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,25.529215,rerun_attempt_runtime,25.529215,1742.572829,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_09_ub_0p75_adv_label_7_timeouts_10_10_720000/001_adv_label_7_eran_run.log,30,random,42,128733,8772,724867,8132,640,640,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54647,1908,294098,1317,591,591,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2667 ]",74086,6864,,2.02,54647,1908,294098,1317,591,591,1816,50,objective,-1.662472e+00,5057,1.61,1,5275,10.01,9,10.01,1.0,-1.6624727178694156,0,,,"[(75846, 7392), (7340, 82773)]",0.5,1432,54732,294653,,,,1114,34,41,1.08,1494,2.07,-1.666604803e+00,12,29,377,95,159,,70,213,2,87350.0,213,2.160e+05 (roughly 24 MBytes of memory),4.209e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[259, 56, 233, 144, 115, 89, 37, 63, 257, 31, 29, 120, 30, 117, 116, 203, 87, 5, 148, 176, 33, 232, 28, 196, 91, 118, 199, 60, 8, 226]",single_label_rerun,2,3,2,6,CUTOFF,verified,False,False,1691.966256,rerun_attempt_runtime,1691.966256,1742.572829,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_09_ub_0p75_adv_label_7_timeouts_10_10_720000/002_adv_label_7_eran_run.log,30,random,42,128763,8862,725067,8172,690,690,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54715,1978,294322,1357,621,621,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2654 ]",74048,6884,,2.05,54715,1978,294322,1357,621,621,58,45,objective,-1.662704e+00,3883,1.68,3048,2462186,1678.29,6,1678.29,3048.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,4,39,338,73,389,,92,1035,1,,,,,,,,1,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,25.263148,4328.249733,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_10_ub_0p75_adv_label_7_timeouts_10_10_10_720000/000_adv_label_7_eran_run.log,30,random,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,1.85,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.5,1,3691,10.02,9,10.01,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.86,1402,54642,294503,,,,684,39,39,1.42,1813,2.13,-1.666604803e+00,3,20,224,86,128,,29,134,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[225, 32, 3, 256, 89, 85, 64, 35, 31, 230, 177, 29, 201, 144, 4, 259, 232, 63, 65, 172, 203, 228, 197, 61, 233, 143, 255, 147, 257, 0]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,25.408717,rerun_attempt_runtime,25.408717,4328.249733,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_10_ub_0p75_adv_label_7_timeouts_10_10_10_720000/001_adv_label_7_eran_run.log,30,random,42,128733,8772,724867,8132,640,640,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54647,1908,294098,1317,591,591,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2667 ]",74086,6864,,2.0,54647,1908,294098,1317,591,591,1816,50,objective,-1.662472e+00,5057,1.61,1,5275,10.02,9,10.01,1.0,-1.6624727178694156,0,,,"[(75846, 7392), (7340, 82773)]",0.48,1432,54732,294653,,,,1114,34,41,1.05,1494,2.04,-1.666604803e+00,12,29,377,95,159,,70,213,2,87350.0,213,2.160e+05 (roughly 24 MBytes of memory),4.209e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[259, 56, 233, 144, 115, 89, 37, 63, 257, 31, 29, 120, 30, 117, 116, 203, 87, 5, 148, 176, 33, 232, 28, 196, 91, 118, 199, 60, 8, 226]",single_label_rerun,2,3,2,9,TIME_LIMIT,timeout,True,False,24.863786,rerun_attempt_runtime,24.863786,4328.249733,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_10_ub_0p75_adv_label_7_timeouts_10_10_10_720000/002_adv_label_7_eran_run.log,30,random,42,128763,8862,725067,8172,690,690,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54715,1978,294322,1357,621,621,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2654 ]",74048,6884,,1.99,54715,1978,294322,1357,621,621,58,45,objective,-1.662704e+00,3883,1.67,1,4159,10.01,9,10.0,1.0,-1.6627042648893031,0,,,"[(75816, 7432), (7390, 82783)]",0.45,1472,54842,294883,,,,684,19,40,0.98,987,1.56,-1.666604803e+00,9,30,341,106,119,,65,212,1,87420.0,213,2.161e+05 (roughly 24 MBytes of memory),4.209e+07 (less than 1 second per iteration),646,14,1,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[228, 65, 91, 28, 260, 30, 120, 89, 148, 225, 118, 56, 119, 117, 62, 88, 226, 9, 203, 57, 176, 85, 232, 149, 255, 261, 197, 64, 113, 7]",single_label_rerun,3,4,3,11,INTERRUPTED,verified,False,False,4252.714082,rerun_attempt_runtime,4252.714082,4328.249733,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_10_ub_0p75_adv_label_7_timeouts_10_10_10_720000/003_adv_label_7_eran_run.log,30,random,42,128793,8958,725350,8228,730,730,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54793,2088,294637,1437,651,651,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2589 ]",74000,6870,,2.0,54793,2088,294637,1437,651,651,39,39,objective,-1.662647e+00,3928,1.69,8223,7038641,4239.27,11,4239.27,8223.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,6,52,496,99,554,2,149,1466,1,,,,,,,4,3,1,1
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,27.199937,1878.546268,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_11_ub_0p75_adv_label_7_timeouts_10_720000/000_adv_label_7_eran_run.log,20,max,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,2.29,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.83,1,3691,10.03,9,10.02,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.53,1402,54642,294503,,,,684,39,39,1.21,1813,2.0,-1.666604803e+00,3,20,708,101,226,,,,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202, 258, 201, 257, 200, 228, 226, 227, 198, 256, 199]",single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,1851.346331,rerun_attempt_runtime,1851.346331,1878.546268,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_11_ub_0p75_adv_label_7_timeouts_10_720000/001_adv_label_7_eran_run.log,20,max,42,128723,8742,724817,8122,620,620,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54625,1898,293995,1317,581,581,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2747 ]",74098,6844,,2.6,54625,1898,293995,1317,581,581,54,55,objective,-1.661801e+00,3689,1.9,3066,2314904,1836.31,6,1836.3,3066.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,14,35,305,57,347,,83,959,,,,,,,,,,,1
