image_index,true_label,adv_label,patch_x,patch_y,patch_size,upper_bound,timeout_milp_s,add_bool_constraints,use_refine_poly,middle_bound,skip_singleton_bounds,enable_split_bit_branch_priority,split_bit_branch_priority,split_indices,run_scope,global_attempt_index,label_attempt_index,current_depth,status_code,status_name,final_outcome,is_timeout,is_adversarial_found,iteration_runtime_seconds,iteration_runtime_source,attempt_runtime_seconds,parent_total_run_time_seconds,parent_status,parent_attempt_count,parent_max_depth_reached,log_path,top_k,split_selection_mode,split_random_seed,linear_constraint_matrix_constrs,linear_constraint_matrix_vars,linear_constraint_matrix_nzs,variable_types_continuous,variable_types_integer,variable_types_binary,general_constraints,matrix_coefficient_range,objective_coefficient_range,variable_bound_range,rhs_coefficient_range,linear_constraint_matrix_constrs_presolved,linear_constraint_matrix_vars_presolved,linear_constraint_matrix_nzs_presolved,variable_types_continuous_presolved,variable_types_integer_presolved,variable_types_binary_presolved,general_constraints_presolved,matrix_coefficient_range_presolved,objective_coefficient_range_presolved,variable_bound_range_presolved,rhs_coefficient_range_presolved,optimizer_presolve_removed_rows,optimizer_presolve_removed_columns,optimizer_presolve_removed_steps,optimizer_presolve_time_seconds,optimizer_presolved_rows,optimizer_presolved_columns,optimizer_presolved_nonzeros,optimizer_presolved_variable_types_continuous,optimizer_presolved_variable_types_integer,optimizer_presolved_variable_types_binary,extra_simplex_iterations_after_uncrush,extra_simplex_iterations_dual_to_original,root_relaxation_result,root_relaxation_objective,root_relaxation_iterations,root_relaxation_seconds,explored_nodes,explored_simplex_iterations,explored_time_seconds,mip_final_status,mip_final_runtime_seconds,mip_final_nodes,mip_final_objbound,mip_final_solcnt,relaxed_presolve_removed_rows,relaxed_presolve_removed_columns,relaxed_presolve_removed_steps,relaxed_presolve_time_seconds,relaxed_presolved_rows,relaxed_presolved_columns,relaxed_presolved_nonzeros,relaxed_presolved_variable_types_continuous,relaxed_presolved_variable_types_integer,relaxed_presolved_variable_types_binary,relaxed_extra_simplex_iterations_after_uncrush,relaxed_extra_simplex_iterations_dual_to_original,relaxed_barrier_solved_iterations,relaxed_barrier_solved_seconds,relaxed_solved_iterations,relaxed_solved_seconds,relaxed_optimal_objective,cutting_planes_clique,cutting_planes_cover,cutting_planes_flow_cover,cutting_planes_implied_bound,cutting_planes_learned,cutting_planes_mir,relaxed_barrier_aa_nz,relaxed_barrier_dense_cols,relaxed_barrier_factor_nz,relaxed_barrier_factor_ops,relaxed_barrier_free_vars,relaxed_barrier_threads,cutting_planes_gomory,cutting_planes_projected_implied_bound,cutting_planes_relax_and_lift,cutting_planes_rlt,cutting_planes_zero_half,cutting_planes_network
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[225, 32, 3, 256, 89, 85, 64, 35, 31, 230]",single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,1244.18884,rerun_attempt_runtime,1244.18884,1271.413474,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_04_ub_0p75_adv_label_7_timeouts_10_720000/001_adv_label_7_eran_run.log,10,random,42,128713,8712,724767,8112,600,600,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54609,1888,293902,1317,571,571,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.277 ]",74104,6824,,2.43,54609,1888,293902,1317,571,571,69,54,objective,-1.663017e+00,3335,1.73,2431,1414380,1229.36,6,1229.35,2431.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,2,6,177,48,,291,,,,,,,,2,64,682,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,26.910441,3287.035794,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_05_ub_0p75_adv_label_7_timeouts_10_10_720000/000_adv_label_7_eran_run.log,10,random,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,2.25,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.81,1,3691,10.04,9,10.03,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.53,1402,54642,294503,,,,684,39,39,1.31,1813,2.09,-1.666604803e+00,3,20,535,97,1,226,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[225, 32, 3, 256, 89, 85, 64, 35, 31, 230]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,26.849776,rerun_attempt_runtime,26.849776,3287.035794,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_05_ub_0p75_adv_label_7_timeouts_10_10_720000/001_adv_label_7_eran_run.log,10,random,42,128713,8712,724767,8112,600,600,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54609,1888,293902,1317,571,571,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.277 ]",74104,6824,,2.32,54609,1888,293902,1317,571,571,69,54,objective,-1.663017e+00,3335,1.71,1,3557,10.02,9,10.01,1.0,-1.6630172116361583,0,,,"[(75846, 7352), (7300, 82753)]",0.52,1412,54672,294553,,,,1005,39,39,1.16,2140,2.19,-1.666604803e+00,7,23,366,98,1,138,83940.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,1,,70,219,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[256, 177, 29, 201, 144, 4, 3, 63, 65, 172]",single_label_rerun,2,3,2,6,CUTOFF,verified,False,False,3233.275577,rerun_attempt_runtime,3233.275577,3287.035794,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_05_ub_0p75_adv_label_7_timeouts_10_10_720000/002_adv_label_7_eran_run.log,10,random,42,128723,8742,724827,8124,618,618,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54627,1905,294007,1324,581,581,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2667 ]",74096,6837,,2.47,54627,1905,294007,1324,581,581,150,55,objective,-1.662994e+00,3865,1.94,5226,4569475,3218.41,6,3218.4,5226.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,3,19,323,73,1,403,,,,,,,3,1,101,1162,1,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,27.160552,1418.086232,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_06_ub_0p75_adv_label_7_timeouts_10_10_10_720000/000_adv_label_7_eran_run.log,10,random,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,2.29,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.81,1,3691,10.02,9,10.02,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.54,1402,54642,294503,,,,684,39,39,1.27,1813,2.35,-1.666604803e+00,3,20,708,101,1,226,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[225, 32, 3, 256, 89, 85, 64, 35, 31, 230]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,27.412542,rerun_attempt_runtime,27.412542,1418.086232,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_06_ub_0p75_adv_label_7_timeouts_10_10_10_720000/001_adv_label_7_eran_run.log,10,random,42,128713,8712,724767,8112,600,600,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54609,1888,293902,1317,571,571,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.277 ]",74104,6824,,2.41,54609,1888,293902,1317,571,571,69,54,objective,-1.663017e+00,3335,1.71,1,3557,10.01,9,10.01,1.0,-1.6630172116361583,0,,,"[(75846, 7352), (7300, 82753)]",0.53,1412,54672,294553,,,,1005,39,39,1.32,2140,2.52,-1.666604803e+00,7,23,366,98,1,138,83940.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,1,,70,219,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[256, 177, 29, 201, 144, 4, 3, 63, 65, 172]",single_label_rerun,2,3,2,9,TIME_LIMIT,timeout,True,False,28.050294,rerun_attempt_runtime,28.050294,1418.086232,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_06_ub_0p75_adv_label_7_timeouts_10_10_10_720000/002_adv_label_7_eran_run.log,10,random,42,128723,8742,724827,8124,618,618,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54627,1905,294007,1324,581,581,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2667 ]",74096,6837,,2.53,54627,1905,294007,1324,581,581,150,55,objective,-1.662994e+00,3865,1.96,1,4111,10.03,9,10.03,1.0,-1.6629942096755856,0,,,"[(75840, 7368), (7318, 82759)]",0.54,1424,54706,294619,,,,1074,,42,1.25,3950,3.08,-1.666604784e+00,5,23,713,103,2,211,87350.0,213,2.160e+05 (roughly 24 MBytes of memory),4.209e+07 (less than 1 second per iteration),646,14,2,,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[203, 3, 197, 61, 253, 227, 233, 177, 143, 64]",single_label_rerun,3,4,3,6,CUTOFF,verified,False,False,1335.462844,rerun_attempt_runtime,1335.462844,1418.086232,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_06_ub_0p75_adv_label_7_timeouts_10_10_10_720000/003_adv_label_7_eran_run.log,10,random,42,128733,8774,724903,8139,635,635,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54650,1928,294088,1337,591,591,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2667 ]",74083,6846,,2.34,54650,1928,294088,1337,591,591,45,49,objective,-1.662413e+00,3682,1.91,2565,1582724,1320.53,6,1320.53,2565.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,2,12,190,37,,229,,,,,,,,,54,579,1,
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,25.794237,330.272058,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_07_ub_0p7_adv_label_2_timeouts_10_720000/000_adv_label_2_eran_run.log,20,random,42,125167,8675,710730,8102,573,573,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",51964,1862,280385,1308,554,554,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5211 ]",73203,6813,,2.27,51964,1862,280385,1308,554,554,5343,58,objective,-1.142777e+00,9160,2.57,1,9378,10.02,9,10.01,1.0,-1.1427778020142556,0,,,"[(74914, 7333), (7281, 81813)]",0.48,1394,52029,282891,,,,756,20,38,1.24,940,1.89,-1.144289659e+00,1,7,73,58,,77,82790.0,225,2.026e+05 (roughly 23 MBytes of memory),3.779e+07 (less than 1 second per iteration),645,14,,,25,143,,
2,1,2,0,0,10,0.7,720000.0,True,False,0.5,False,False,1000,"[225, 32, 3, 256, 89, 85, 64, 35, 31, 230, 177, 29, 201, 144, 4, 63, 65, 172, 203, 197]",single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,304.477821,rerun_attempt_runtime,304.477821,330.272058,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_07_ub_0p7_adv_label_2_timeouts_10_720000/001_adv_label_2_eran_run.log,20,random,42,125187,8735,710830,8122,613,613,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",52003,1882,280681,1308,574,574,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.4978 ]",73184,6853,,2.38,52003,1882,280681,1308,574,574,40,52,objective,-1.142287e+00,3643,1.84,265,300362,290.64,6,290.64,265.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,5,12,166,49,1,267,,,,,,,,,17,472,,
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,25.564996,460.23475,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_08_ub_0p7_adv_label_2_timeouts_10_10_720000/000_adv_label_2_eran_run.log,20,random,42,125167,8675,710730,8102,573,573,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",51964,1862,280385,1308,554,554,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5211 ]",73203,6813,,2.28,51964,1862,280385,1308,554,554,5343,58,objective,-1.142777e+00,9160,2.57,1,9378,10.02,9,10.01,1.0,-1.1427778020142556,0,,,"[(74914, 7333), (7281, 81813)]",0.52,1394,52029,282891,,,,756,20,38,1.17,940,1.84,-1.144289659e+00,1,7,73,58,,77,82790.0,225,2.026e+05 (roughly 23 MBytes of memory),3.779e+07 (less than 1 second per iteration),645,14,,,25,143,,
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,"[225, 32, 3, 256, 89, 85, 64, 35, 31, 230, 177, 29, 201, 144, 4, 63, 65, 172, 203, 197]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,26.95771,rerun_attempt_runtime,26.95771,460.23475,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_08_ub_0p7_adv_label_2_timeouts_10_10_720000/001_adv_label_2_eran_run.log,20,random,42,125187,8735,710830,8122,613,613,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",52003,1882,280681,1308,574,574,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.4978 ]",73184,6853,,2.35,52003,1882,280681,1308,574,574,40,52,objective,-1.142287e+00,3643,1.84,1,3879,10.01,9,10.01,1.0,-1.1422872327645806,0,,,"[(74914, 7373), (7321, 81833)]",0.5,1414,52089,282991,,,,1148,37,37,1.2,1355,3.01,-1.144289659e+00,10,15,418,101,,157,82810.0,225,2.027e+05 (roughly 23 MBytes of memory),3.779e+07 (less than 1 second per iteration),645,14,,,74,158,,
2,1,2,0,0,10,0.7,720000.0,True,False,0.5,False,False,1000,"[61, 253, 227, 233, 177, 143, 64, 147, 201, 89, 0, 259, 56, 144, 115, 37, 63, 31, 29, 120]",single_label_rerun,2,3,2,6,CUTOFF,verified,False,False,407.712044,rerun_attempt_runtime,407.712044,460.23475,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_08_ub_0p7_adv_label_2_timeouts_10_10_720000/002_adv_label_2_eran_run.log,20,random,42,125207,8795,710970,8150,645,645,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",52052,1934,280842,1340,594,594,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5034 ]",73155,6861,,2.34,52052,1934,280842,1340,594,594,5283,45,objective,-1.142032e+00,9043,2.5,763,611144,393.85,6,393.85,763.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,9,16,227,91,,348,,,,,,,,,42,719,,
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,25.835623,497.600277,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_09_ub_0p7_adv_label_2_timeouts_10_10_10_720000/000_adv_label_2_eran_run.log,20,random,42,125167,8675,710730,8102,573,573,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",51964,1862,280385,1308,554,554,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5211 ]",73203,6813,,2.3,51964,1862,280385,1308,554,554,5343,58,objective,-1.142777e+00,9160,2.58,1,9378,10.02,9,10.01,1.0,-1.1427778020142556,0,,,"[(74914, 7333), (7281, 81813)]",0.5,1394,52029,282891,,,,756,20,38,1.21,940,1.91,-1.144289659e+00,1,7,73,58,,77,82790.0,225,2.026e+05 (roughly 23 MBytes of memory),3.779e+07 (less than 1 second per iteration),645,14,,,25,143,,
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,"[225, 32, 3, 256, 89, 85, 64, 35, 31, 230, 177, 29, 201, 144, 4, 63, 65, 172, 203, 197]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,26.799473,rerun_attempt_runtime,26.799473,497.600277,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_09_ub_0p7_adv_label_2_timeouts_10_10_10_720000/001_adv_label_2_eran_run.log,20,random,42,125187,8735,710830,8122,613,613,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",52003,1882,280681,1308,574,574,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.4978 ]",73184,6853,,2.32,52003,1882,280681,1308,574,574,40,52,objective,-1.142287e+00,3643,1.82,1,3879,10.01,9,10.0,1.0,-1.1422872327645806,0,,,"[(74914, 7373), (7321, 81833)]",0.5,1414,52089,282991,,,,1148,26,37,1.18,4165,2.97,-1.144289659e+00,10,15,418,101,,157,82810.0,225,2.027e+05 (roughly 23 MBytes of memory),3.779e+07 (less than 1 second per iteration),645,14,,,74,158,,
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,"[61, 253, 227, 233, 177, 143, 64, 147, 201, 89, 0, 259, 56, 144, 115, 37, 63, 31, 29, 120]",single_label_rerun,2,3,2,9,TIME_LIMIT,timeout,True,False,25.560387,rerun_attempt_runtime,25.560387,497.600277,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_09_ub_0p7_adv_label_2_timeouts_10_10_10_720000/002_adv_label_2_eran_run.log,20,random,42,125207,8795,710970,8150,645,645,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",52052,1934,280842,1340,594,594,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5034 ]",73155,6861,,2.33,52052,1934,280842,1340,594,594,5283,45,objective,-1.142032e+00,9043,2.49,1,9314,10.03,9,10.02,1.0,-1.142032066280665,0,,,"[(74890, 7397), (7353, 81837)]",0.5,1442,52165,283155,,,,690,23,38,1.17,899,1.75,-1.144289659e+00,9,22,278,112,,85,86270.0,213,2.130e+05 (roughly 23 MBytes of memory),4.122e+07 (less than 1 second per iteration),645,14,,,,,,
2,1,2,0,0,10,0.7,720000.0,True,False,0.5,False,False,1000,"[30, 117, 116, 203, 87, 5, 255, 148, 176, 33, 120, 28, 196, 91, 224, 205, 118, 199, 60, 252]",single_label_rerun,3,4,3,6,CUTOFF,verified,False,False,419.404794,rerun_attempt_runtime,419.404794,497.600277,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_09_ub_0p7_adv_label_2_timeouts_10_10_10_720000/003_adv_label_2_eran_run.log,20,random,42,125227,8855,711080,8172,683,683,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",52094,1962,281011,1348,614,614,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.4967 ]",73133,6893,,2.41,52094,1962,281011,1348,614,614,40,38,objective,-1.141744e+00,3654,1.85,484,449496,405.62,6,405.62,484.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,9,22,231,69,,368,,,,,,,,,39,588,,
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,25.736473,352.724724,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_10_ub_0p7_adv_label_2_timeouts_10_720000/000_adv_label_2_eran_run.log,10,random,42,125167,8675,710730,8102,573,573,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",51964,1862,280385,1308,554,554,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5211 ]",73203,6813,,2.21,51964,1862,280385,1308,554,554,5343,58,objective,-1.142777e+00,9160,2.57,1,9378,10.02,9,10.01,1.0,-1.1427778020142556,0,,,"[(74914, 7333), (7281, 81813)]",0.5,1394,52029,282891,,,,756,20,38,1.22,940,1.87,-1.144289659e+00,1,7,73,58,,77,82790.0,225,2.026e+05 (roughly 23 MBytes of memory),3.779e+07 (less than 1 second per iteration),645,14,,,25,143,,
2,1,2,0,0,10,0.7,720000.0,True,False,0.5,False,False,1000,"[225, 32, 3, 256, 89, 85, 64, 35, 31, 230]",single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,326.988251,rerun_attempt_runtime,326.988251,352.724724,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_10_ub_0p7_adv_label_2_timeouts_10_720000/001_adv_label_2_eran_run.log,10,random,42,125177,8705,710780,8112,593,593,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",51984,1872,280573,1308,564,564,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5073 ]",73193,6833,,2.36,51984,1872,280573,1308,564,564,29,47,objective,-1.142551e+00,3431,1.69,487,370818,313.27,6,313.27,487.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,3,4,162,41,,264,,,,,,,,,29,554,,
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,25.725617,429.813189,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_11_ub_0p7_adv_label_2_timeouts_10_10_720000/000_adv_label_2_eran_run.log,10,random,42,125167,8675,710730,8102,573,573,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",51964,1862,280385,1308,554,554,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5211 ]",73203,6813,,2.25,51964,1862,280385,1308,554,554,5343,58,objective,-1.142777e+00,9160,2.57,1,9378,10.02,9,10.01,1.0,-1.1427778020142556,0,,,"[(74914, 7333), (7281, 81813)]",0.53,1394,52029,282891,,,,756,20,38,1.13,940,1.91,-1.144289659e+00,1,7,73,58,,77,82790.0,225,2.026e+05 (roughly 23 MBytes of memory),3.779e+07 (less than 1 second per iteration),645,14,,,25,143,,
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,"[225, 32, 3, 256, 89, 85, 64, 35, 31, 230]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,25.77533,rerun_attempt_runtime,25.77533,429.813189,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260516_142920_run_11_ub_0p7_adv_label_2_timeouts_10_10_720000/001_adv_label_2_eran_run.log,10,random,42,125177,8705,710780,8112,593,593,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",51984,1872,280573,1308,564,564,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5073 ]",73193,6833,,2.31,51984,1872,280573,1308,564,564,29,47,objective,-1.142551e+00,3431,1.67,1,3673,10.01,9,10.01,1.0,-1.1425517670386158,0,,,"[(74914, 7353), (7301, 81823)]",0.51,1404,52059,282941,,,,704,13,40,1.31,869,1.9,-1.144289659e+00,7,11,358,102,,148,82800.0,225,2.027e+05 (roughly 23 MBytes of memory),3.779e+07 (less than 1 second per iteration),645,14,,,75,154,,
