Image Index,X patch,Y patch,Patch Size,Upper bound,Initial Timeout Labels,Finally Verified Labels,Adversarial Labels,Unresolved Labels,Total Run Time (s),Max Depth Reached,Attempt Count,Status,Comment,Log paths,CSV path
2,0,0,10,0.65,"[2, 7]","[0, 2, 3, 4, 5, 6, 7, 8, 9]",[],[],197,2,4,Verified,"Recursive timeout refinement finished. timed_out_initial=[2, 7] rerun_attempts=3 stopped_early=False adversarial_label=None skipped_labels=[]",/root/Projects/Nathan/Patch-Attack-Verification/logs/20260325/20260325_163423/000_all_labels_eran_run.log;/root/Projects/Nathan/Patch-Attack-Verification/logs/20260325/20260325_163423/001_adv_label_2_eran_run.log;/root/Projects/Nathan/Patch-Attack-Verification/logs/20260325/20260325_163423/002_adv_label_7_eran_run.log;/root/Projects/Nathan/Patch-Attack-Verification/logs/20260325/20260325_163423/003_adv_label_7_eran_run.log;/root/Projects/Nathan/Patch-Attack-Verification/logs/20260325/20260325_163423/001_adv_label_2_eran_run.log;/root/Projects/Nathan/Patch-Attack-Verification/logs/20260325/20260325_163423/002_adv_label_7_eran_run.log;/root/Projects/Nathan/Patch-Attack-Verification/logs/20260325/20260325_163423/003_adv_label_7_eran_run.log,/root/Projects/Nathan/Patch-Attack-Verification/csv/recursive_timeout_refinement_20260325_163423.csv
