Image Index,X patch,Y patch,Patch Size,Upper bound,Initial Timeout Labels,Finally Verified Labels,Adversarial Labels,Unresolved Labels,Total Run Time (s),Max Depth Reached,Attempt Count,Status,Comment,Log paths,CSV path
2,0,0,10,0.65,[2],"[0, 2, 3, 4, 5, 6, 7, 8, 9]",[],[],119,1,2,Verified,Recursive timeout refinement finished. timed_out_initial=[2] rerun_attempts=1 stopped_early=False adversarial_label=None skipped_labels=[],/root/Projects/Nathan/Patch-Attack-Verification/logs/20260325/20260325_164731/000_all_labels_eran_run.log;/root/Projects/Nathan/Patch-Attack-Verification/logs/20260325/20260325_164731/001_adv_label_2_eran_run.log;/root/Projects/Nathan/Patch-Attack-Verification/logs/20260325/20260325_164731/001_adv_label_2_eran_run.log,/root/Projects/Nathan/Patch-Attack-Verification/csv/recursive_timeout_refinement_20260325_164731.csv
