parameter,level,rows_with_level,pearson,abs_pearson,median_ratio_for_level,median_ratio_without_level,mean_ratio_for_level,mean_ratio_without_level
variable_types_integer,652,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
variable_types_integer_presolved,601,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
cutting_planes_clique,11.0,1,-0.07745761881088432,0.07745761881088432,0.6263363480881847,0.9371923844783748,0.6263363480881847,0.9926554127509889
cutting_planes_projected_implied_bound,4.0,1,-0.07745761881088432,0.07745761881088432,0.6263363480881847,0.9371923844783748,0.6263363480881847,0.9926554127509889
extra_simplex_iterations_after_uncrush,9,1,-0.07745761881088432,0.07745761881088432,0.6263363480881847,0.9371923844783748,0.6263363480881847,0.9926554127509889
linear_constraint_matrix_constrs,125257,3,-0.07518169675339378,0.07518169675339378,0.7459478122725794,0.9371923844783748,0.7880101277100794,0.9962440618880892
optimizer_presolved_variable_types_binary,644,3,-0.07518169675339378,0.07518169675339378,0.7459478122725794,0.9371923844783748,0.7880101277100794,0.9962440618880892
optimizer_presolved_variable_types_integer,644,3,-0.07518169675339378,0.07518169675339378,0.7459478122725794,0.9371923844783748,0.7880101277100794,0.9962440618880892
variable_types_binary_presolved,644,3,-0.07518169675339378,0.07518169675339378,0.7459478122725794,0.9371923844783748,0.7880101277100794,0.9962440618880892
variable_types_integer_presolved,644,3,-0.07518169675339378,0.07518169675339378,0.7459478122725794,0.9371923844783748,0.7880101277100794,0.9962440618880892
extra_simplex_iterations_after_uncrush,18,3,-0.07498365680656349,0.07498365680656349,0.8225492892424141,0.9371923844783748,0.788535792365272,0.9962212069030809
extra_simplex_iterations_dual_to_original,33,3,-0.07483847338361863,0.07483847338361863,0.8147024993303869,0.9371923844783748,0.7889211580209569,0.9962044518745727
variable_bound_range_presolved,"[ 6.17312e-05, 35.346 ]",10,0.0735147533545336,0.0735147533545336,0.9924651084005427,0.8660914137136673,1.0888800021052338,0.9712269456831621
extra_simplex_iterations_dual_to_original,34,2,-0.07337865846451523,0.07337865846451523,0.7472996954740262,0.9382854654873012,0.7472996954740262,0.9944324466065761
extra_simplex_iterations_after_uncrush,94,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
linear_constraint_matrix_constrs_presolved,52084,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
linear_constraint_matrix_nzs,711450,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
linear_constraint_matrix_vars,8895,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
linear_constraint_matrix_vars_presolved,2082,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
optimizer_presolve_removed_rows,73143,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
optimizer_presolved_columns,2082,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
optimizer_presolved_rows,52084,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
optimizer_presolved_variable_types_continuous,1468,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
variable_types_binary,653,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
variable_types_continuous_presolved,1468,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
variable_types_integer,653,1,-0.07291022564242867,0.07291022564242867,0.6475435678621138,0.9371923844783748,0.6475435678621138,0.9923567195147364
extra_simplex_iterations_after_uncrush,56,2,-0.07176831718945606,0.07176831718945606,0.7525725283257698,0.9035539411937876,0.7525725283257698,0.9942817942393837
extra_simplex_iterations_after_uncrush,30,2,0.071388550312824,0.071388550312824,1.2213192751238928,0.9035539411937876,1.2213192751238928,0.9808890300451515
extra_simplex_iterations_dual_to_original,37,2,-0.07062193524546508,0.07062193524546508,0.7563261925139397,0.9035539411937876,0.7563261925139397,0.9941745466911501
cutting_planes_cover,1.0,1,-0.06943511610978265,0.06943511610978265,0.663750086381015,0.9371923844783748,0.663750086381015,0.9921284586905266
extra_simplex_iterations_after_uncrush,22,1,-0.06943511610978265,0.06943511610978265,0.663750086381015,0.9371923844783748,0.663750086381015,0.9921284586905266
linear_constraint_matrix_constrs_presolved,52022,1,-0.06943511610978265,0.06943511610978265,0.663750086381015,0.9371923844783748,0.663750086381015,0.9921284586905266
linear_constraint_matrix_nzs,711090,1,-0.06943511610978265,0.06943511610978265,0.663750086381015,0.9371923844783748,0.663750086381015,0.9921284586905266
linear_constraint_matrix_vars,8785,1,-0.06943511610978265,0.06943511610978265,0.663750086381015,0.9371923844783748,0.663750086381015,0.9921284586905266
linear_constraint_matrix_vars_presolved,1972,1,-0.06943511610978265,0.06943511610978265,0.663750086381015,0.9371923844783748,0.663750086381015,0.9921284586905266
optimizer_presolve_removed_rows,73175,1,-0.06943511610978265,0.06943511610978265,0.663750086381015,0.9371923844783748,0.663750086381015,0.9921284586905266
optimizer_presolved_columns,1972,1,-0.06943511610978265,0.06943511610978265,0.663750086381015,0.9371923844783748,0.663750086381015,0.9921284586905266
optimizer_presolved_rows,52022,1,-0.06943511610978265,0.06943511610978265,0.663750086381015,0.9371923844783748,0.663750086381015,0.9921284586905266
optimizer_presolved_variable_types_continuous,1388,1,-0.06943511610978265,0.06943511610978265,0.663750086381015,0.9371923844783748,0.663750086381015,0.9921284586905266
variable_types_continuous_presolved,1388,1,-0.06943511610978265,0.06943511610978265,0.663750086381015,0.9371923844783748,0.663750086381015,0.9921284586905266
optimizer_presolve_removed_columns,6987,13,-0.06939350046891993,0.06939350046891993,0.5606117445583502,0.9445333120931896,0.9057465726415342,1.0055960204926855
cutting_planes_clique,19.0,2,-0.06903225430168247,0.06903225430168247,0.7615313760573221,0.9382854654873012,0.7615313760573221,0.9940258271613391
linear_constraint_matrix_constrs,125227,5,-0.06857195713529336,0.06857195713529336,0.8147024993303869,0.9393785464962274,0.8486392582718636,0.9979354382395383
variable_types_continuous,8112,4,-0.0685101131958872,0.0685101131958872,0.8101817302719354,0.9035539411937876,0.8312272534719775,0.9967641417576542
cutting_planes_projected_implied_bound,1.0,11,-0.06778024807267338,0.06778024807267338,0.7557502183552407,0.9371923844783748,0.8992263478149549,1.003498046351539
cutting_planes_clique,14.0,1,-0.06777854824985162,0.06777854824985162,0.6714756551573599,0.9371923844783748,0.6714756551573599,0.9920196478626906
extra_simplex_iterations_after_uncrush,54,1,-0.06777854824985162,0.06777854824985162,0.6714756551573599,0.9371923844783748,0.6714756551573599,0.9920196478626906
extra_simplex_iterations_after_uncrush,35,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
linear_constraint_matrix_constrs_presolved,52070,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
linear_constraint_matrix_nzs,711030,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
linear_constraint_matrix_vars_presolved,1986,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
optimizer_presolve_removed_rows,73137,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
optimizer_presolved_columns,1986,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
optimizer_presolved_rows,52070,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
optimizer_presolved_variable_types_binary,596,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
optimizer_presolved_variable_types_continuous,1390,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
optimizer_presolved_variable_types_integer,596,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
variable_types_binary_presolved,596,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
variable_types_continuous_presolved,1390,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
variable_types_integer_presolved,596,1,-0.067509839453476,0.067509839453476,0.6727288053224821,0.9371923844783748,0.6727288053224821,0.9920019978603649
linear_constraint_matrix_constrs_presolved,31462,3,-0.06657832025271433,0.06657832025271433,0.8225492892424141,0.9371923844783748,0.8108463837993515,0.9952511811885556
linear_constraint_matrix_nzs,553025,3,-0.06657832025271433,0.06657832025271433,0.8225492892424141,0.9371923844783748,0.8108463837993515,0.9952511811885556
linear_constraint_matrix_vars_presolved,1531,3,-0.06657832025271433,0.06657832025271433,0.8225492892424141,0.9371923844783748,0.8108463837993515,0.9952511811885556
optimizer_presolve_removed_columns,7027,3,-0.06657832025271433,0.06657832025271433,0.8225492892424141,0.9371923844783748,0.8108463837993515,0.9952511811885556
optimizer_presolve_removed_rows,45108,3,-0.06657832025271433,0.06657832025271433,0.8225492892424141,0.9371923844783748,0.8108463837993515,0.9952511811885556
optimizer_presolved_columns,1531,3,-0.06657832025271433,0.06657832025271433,0.8225492892424141,0.9371923844783748,0.8108463837993515,0.9952511811885556
optimizer_presolved_rows,31462,3,-0.06657832025271433,0.06657832025271433,0.8225492892424141,0.9371923844783748,0.8108463837993515,0.9952511811885556
variable_types_continuous,8103,3,-0.06657832025271433,0.06657832025271433,0.8225492892424141,0.9371923844783748,0.8108463837993515,0.9952511811885556
general_constraints,573,22,-0.0654511706934865,0.0654511706934865,0.9419559292947085,0.8459468050515738,0.9329562695523439,1.0115966544651362
matrix_coefficient_range,"[ 1.01469e-13, 32.4054 ]",22,-0.0654511706934865,0.0654511706934865,0.9419559292947085,0.8459468050515738,0.9329562695523439,1.0115966544651362
matrix_coefficient_range_presolved,"[ 9.78159e-10, 32.4054 ]",22,-0.0654511706934865,0.0654511706934865,0.9419559292947085,0.8459468050515738,0.9329562695523439,1.0115966544651362
rhs_coefficient_range,"[ 1.67848e-38, 20.5211 ]",22,-0.0654511706934865,0.0654511706934865,0.9419559292947085,0.8459468050515738,0.9329562695523439,1.0115966544651362
variable_bound_range,"[ 3.0394e-09, 32.4054 ]",22,-0.0654511706934865,0.0654511706934865,0.9419559292947085,0.8459468050515738,0.9329562695523439,1.0115966544651362
variable_bound_range_presolved,"[ 5.79089e-07, 32.4054 ]",22,-0.0654511706934865,0.0654511706934865,0.9419559292947085,0.8459468050515738,0.9329562695523439,1.0115966544651362
cutting_planes_clique,8.0,2,-0.06511314887668057,0.06511314887668057,0.7743639278613721,0.9046470222027139,0.7743639278613721,0.9936591828240805
linear_constraint_matrix_constrs,128723,4,-0.06443414553487462,0.06443414553487462,0.8111302922871597,0.9035539411937876,0.8405286304852869,0.9962170019333418
linear_constraint_matrix_vars,8742,4,-0.06443414553487462,0.06443414553487462,0.8111302922871597,0.9035539411937876,0.8405286304852869,0.9962170019333418
optimizer_presolved_variable_types_binary,581,4,-0.06443414553487462,0.06443414553487462,0.8111302922871597,0.9035539411937876,0.8405286304852869,0.9962170019333418
optimizer_presolved_variable_types_integer,581,4,-0.06443414553487462,0.06443414553487462,0.8111302922871597,0.9035539411937876,0.8405286304852869,0.9962170019333418
variable_types_binary_presolved,581,4,-0.06443414553487462,0.06443414553487462,0.8111302922871597,0.9035539411937876,0.8405286304852869,0.9962170019333418
variable_types_integer_presolved,581,4,-0.06443414553487462,0.06443414553487462,0.8111302922871597,0.9035539411937876,0.8405286304852869,0.9962170019333418
variable_types_continuous,8122,4,-0.06437926522263421,0.06437926522263421,0.8054271008267937,0.9035539411937876,0.8406538676110961,0.9962096350435883
cutting_planes_cover,16.0,3,-0.06434899183159912,0.06434899183159912,0.6252550700873188,0.9371923844783748,0.8167637715514345,0.9949939034602042
cutting_planes_network,<NA>,63,-0.06430529369443089,0.06430529369443089,0.8628385065666009,1.1110124943169881,0.9741155579792229,1.0817322778574825
linear_constraint_matrix_constrs_presolved,54649,2,-0.06417561839428322,0.06417561839428322,0.7774337377232067,0.9382854654873012,0.7774337377232067,0.9935714739708855
optimizer_presolve_removed_rows,74084,2,-0.06417561839428322,0.06417561839428322,0.7774337377232067,0.9382854654873012,0.7774337377232067,0.9935714739708855
optimizer_presolved_rows,54649,2,-0.06417561839428322,0.06417561839428322,0.7774337377232067,0.9382854654873012,0.7774337377232067,0.9935714739708855
linear_constraint_matrix_vars,8678,3,-0.061243786656612134,0.061243786656612134,0.5430580878534023,0.9371923844783748,0.8250060309225239,0.9946355443571134
cutting_planes_clique,2.0,10,-0.05820515064668001,0.05820515064668001,0.5625643229620505,0.9505282735486633,0.9073538056251553,1.0005053644702717
extra_simplex_iterations_after_uncrush,5283,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
linear_constraint_matrix_constrs_presolved,52052,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
linear_constraint_matrix_nzs,710970,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
linear_constraint_matrix_vars_presolved,1934,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
optimizer_presolve_removed_columns,6861,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
optimizer_presolve_removed_rows,73155,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
optimizer_presolved_columns,1934,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
optimizer_presolved_rows,52052,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
optimizer_presolved_variable_types_binary,594,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
optimizer_presolved_variable_types_continuous,1340,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
optimizer_presolved_variable_types_integer,594,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
rhs_coefficient_range_presolved,"[ 4.89465e-08, 20.5034 ]",1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
variable_types_binary,645,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
variable_types_binary_presolved,594,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
variable_types_continuous_presolved,1340,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
variable_types_integer,645,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
variable_types_integer_presolved,594,1,0.05796174053098621,0.05796174053098621,1.2578779827832711,0.8699154979092004,1.2578779827832711,0.9837604601496497
cutting_planes_clique,24.0,1,-0.0571889246830872,0.0571889246830872,0.7208614166220593,0.9371923844783748,0.7208614166220593,0.991324073757554
cutting_planes_cover,78.0,1,-0.0571889246830872,0.0571889246830872,0.7208614166220593,0.9371923844783748,0.7208614166220593,0.991324073757554
extra_simplex_iterations_dual_to_original,28,1,-0.0571889246830872,0.0571889246830872,0.7208614166220593,0.9371923844783748,0.7208614166220593,0.991324073757554
extra_simplex_iterations_after_uncrush,40,3,0.05716823589065632,0.05716823589065632,1.1846030070070834,0.8693443208607335,1.1393113819349452,0.9809700943130951
extra_simplex_iterations_dual_to_original,44,1,0.05697654130766051,0.05697654130766051,1.2532834083367277,0.8699154979092004,1.2532834083367277,0.9838251724657981
variable_types_continuous,8124,2,0.05569547013868322,0.05569547013868322,1.1699345221098367,0.869629909384967,1.1699345221098367,0.9823571658455533
cutting_planes_network,1.0,2,-0.055001545213096026,0.055001545213096026,0.8074729320252256,0.9035539411937876,0.8074729320252256,0.992713211276542
extra_simplex_iterations_dual_to_original,57,2,0.05485921614580038,0.05485921614580038,1.1671963276697093,0.9035539411937876,1.1671963276697093,0.982435399972414
linear_constraint_matrix_constrs_presolved,31472,2,0.05428353003285711,0.05428353003285711,1.1653113255924272,0.9035539411937876,1.1653113255924272,0.9824892571746219
linear_constraint_matrix_vars_presolved,1571,2,0.05428353003285711,0.05428353003285711,1.1653113255924272,0.9035539411937876,1.1653113255924272,0.9824892571746219
optimizer_presolved_columns,1571,2,0.05428353003285711,0.05428353003285711,1.1653113255924272,0.9035539411937876,1.1653113255924272,0.9824892571746219
optimizer_presolved_rows,31472,2,0.05428353003285711,0.05428353003285711,1.1653113255924272,0.9035539411937876,1.1653113255924272,0.9824892571746219
optimizer_presolved_variable_types_continuous,1138,2,0.05428353003285711,0.05428353003285711,1.1653113255924272,0.9035539411937876,1.1653113255924272,0.9824892571746219
variable_types_binary,445,2,0.05428353003285711,0.05428353003285711,1.1653113255924272,0.9035539411937876,1.1653113255924272,0.9824892571746219
variable_types_continuous_presolved,1138,2,0.05428353003285711,0.05428353003285711,1.1653113255924272,0.9035539411937876,1.1653113255924272,0.9824892571746219
variable_types_integer,445,2,0.05428353003285711,0.05428353003285711,1.1653113255924272,0.9035539411937876,1.1653113255924272,0.9824892571746219
cutting_planes_cover,28.0,3,-0.051987265797849375,0.051987265797849375,0.9371923844783748,0.8699154979092004,0.8495759519075814,0.9935672869229805
extra_simplex_iterations_after_uncrush,9882,1,-0.05190512407120689,0.05190512407120689,0.7455029456622723,0.9371923844783748,0.7455029456622723,0.9909770099682552
extra_simplex_iterations_dual_to_original,80,1,-0.05190512407120689,0.05190512407120689,0.7455029456622723,0.9371923844783748,0.7455029456622723,0.9909770099682552
extra_simplex_iterations_after_uncrush,2540,1,-0.05180973281265675,0.05180973281265675,0.7459478122725794,0.9371923844783748,0.7459478122725794,0.9909707442413495
extra_simplex_iterations_dual_to_original,59,1,-0.05180973281265675,0.05180973281265675,0.7459478122725794,0.9371923844783748,0.7459478122725794,0.9909707442413495
extra_simplex_iterations_after_uncrush,27,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
linear_constraint_matrix_constrs_presolved,52025,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
linear_constraint_matrix_nzs,710916,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
linear_constraint_matrix_vars,8767,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
linear_constraint_matrix_vars_presolved,1912,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
optimizer_presolve_removed_columns,6855,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
optimizer_presolve_removed_rows,73172,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
optimizer_presolved_columns,1912,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
optimizer_presolved_rows,52025,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
optimizer_presolved_variable_types_continuous,1328,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
variable_types_binary,628,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
variable_types_continuous_presolved,1328,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
variable_types_integer,628,1,0.050024999800663876,0.050024999800663876,1.2208642039606663,0.8699154979092004,1.2208642039606663,0.984281780978137
linear_constraint_matrix_constrs_presolved,54705,1,-0.04970783567904377,0.04970783567904377,0.7557502183552407,0.9371923844783748,0.7557502183552407,0.9908326821838472
linear_constraint_matrix_nzs,725437,1,-0.04970783567904377,0.04970783567904377,0.7557502183552407,0.9371923844783748,0.7557502183552407,0.9908326821838472
linear_constraint_matrix_vars,8902,1,-0.04970783567904377,0.04970783567904377,0.7557502183552407,0.9371923844783748,0.7557502183552407,0.9908326821838472
linear_constraint_matrix_vars_presolved,2098,1,-0.04970783567904377,0.04970783567904377,0.7557502183552407,0.9371923844783748,0.7557502183552407,0.9908326821838472
optimizer_presolve_removed_rows,74058,1,-0.04970783567904377,0.04970783567904377,0.7557502183552407,0.9371923844783748,0.7557502183552407,0.9908326821838472
optimizer_presolved_columns,2098,1,-0.04970783567904377,0.04970783567904377,0.7557502183552407,0.9371923844783748,0.7557502183552407,0.9908326821838472
optimizer_presolved_rows,54705,1,-0.04970783567904377,0.04970783567904377,0.7557502183552407,0.9371923844783748,0.7557502183552407,0.9908326821838472
optimizer_presolved_variable_types_continuous,1477,1,-0.04970783567904377,0.04970783567904377,0.7557502183552407,0.9371923844783748,0.7557502183552407,0.9908326821838472
variable_types_binary,660,1,-0.04970783567904377,0.04970783567904377,0.7557502183552407,0.9371923844783748,0.7557502183552407,0.9908326821838472
variable_types_continuous_presolved,1477,1,-0.04970783567904377,0.04970783567904377,0.7557502183552407,0.9371923844783748,0.7557502183552407,0.9908326821838472
variable_types_integer,660,1,-0.04970783567904377,0.04970783567904377,0.7557502183552407,0.9371923844783748,0.7557502183552407,0.9908326821838472
extra_simplex_iterations_dual_to_original,45,4,-0.049197136093441604,0.049197136093441604,0.8158923856872042,0.9035539411937876,0.8752995563505122,0.9941716533530344
cutting_planes_cover,13.0,2,0.04875985075686818,0.04875985075686818,1.147224825544256,0.9035539411937876,1.147224825544256,0.9830060143188555
rhs_coefficient_range_presolved,"[ 4.89465e-08, 20.4978 ]",5,0.04855221996180207,0.04855221996180207,1.0796120885290554,0.8628385065666009,1.0859355816947474,0.9802267573870843
rhs_coefficient_range_presolved,"[ 4.89465e-08, 22.2589 ]",2,0.04776654111357136,0.04776654111357136,1.1439723747748147,0.9035539411937876,1.1439723747748147,0.9830989414836966
linear_constraint_matrix_nzs,710880,4,-0.0439248382507248,0.0439248382507248,0.942744103708915,0.9035539411937876,0.8873309643596191,0.9934639234701457
linear_constraint_matrix_constrs,125177,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
linear_constraint_matrix_constrs_presolved,51984,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
linear_constraint_matrix_nzs,710780,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
linear_constraint_matrix_vars,8705,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
linear_constraint_matrix_vars_presolved,1872,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
optimizer_presolve_removed_columns,6833,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
optimizer_presolve_removed_rows,73193,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
optimizer_presolved_columns,1872,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
optimizer_presolved_rows,51984,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
optimizer_presolved_variable_types_binary,564,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
optimizer_presolved_variable_types_integer,564,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
rhs_coefficient_range_presolved,"[ 4.89465e-08, 20.5073 ]",2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
variable_types_binary,593,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
variable_types_binary_presolved,564,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
variable_types_integer,593,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
variable_types_integer_presolved,564,2,0.04382174388322475,0.04382174388322475,1.1310556988181146,0.869629909384967,1.1310556988181146,0.9834679893681736
variable_bound_range_presolved,"[ 0.000100063, 35.346 ]",2,0.043560294674911175,0.043560294674911175,1.1301996206711966,0.9035539411937876,1.1301996206711966,0.9834924487438
cutting_planes_clique,17.0,1,0.042249632682082074,0.042249632682082074,1.1846030070070834,0.8699154979092004,1.1846030070070834,0.9847925020619903
linear_constraint_matrix_constrs_presolved,52000,1,0.042249632682082074,0.042249632682082074,1.1846030070070834,0.8699154979092004,1.1846030070070834,0.9847925020619903
optimizer_presolve_removed_rows,73187,1,0.042249632682082074,0.042249632682082074,1.1846030070070834,0.8699154979092004,1.1846030070070834,0.9847925020619903
optimizer_presolved_rows,52000,1,0.042249632682082074,0.042249632682082074,1.1846030070070834,0.8699154979092004,1.1846030070070834,0.9847925020619903
rhs_coefficient_range_presolved,"[ 4.89465e-08, 20.5042 ]",1,0.042249632682082074,0.042249632682082074,1.1846030070070834,0.8699154979092004,1.1846030070070834,0.9847925020619903
variable_types_continuous,8139,2,-0.041214841769327014,0.041214841769327014,0.852615526307224,0.9035539411937876,0.852615526307224,0.991423422868485
variable_types_continuous,8192,4,0.03971126774753705,0.03971126774753705,1.0864718065898642,0.9035539411937876,1.0781889442341916,0.9822369834775238
extra_simplex_iterations_after_uncrush,150,1,0.03969638345143767,0.03969638345143767,1.1726956755831148,0.8699154979092004,1.1726956755831148,0.9849602109552856
linear_constraint_matrix_constrs_presolved,54627,1,0.03969638345143767,0.03969638345143767,1.1726956755831148,0.8699154979092004,1.1726956755831148,0.9849602109552856
linear_constraint_matrix_nzs,724827,1,0.03969638345143767,0.03969638345143767,1.1726956755831148,0.8699154979092004,1.1726956755831148,0.9849602109552856
linear_constraint_matrix_vars_presolved,1905,1,0.03969638345143767,0.03969638345143767,1.1726956755831148,0.8699154979092004,1.1726956755831148,0.9849602109552856
optimizer_presolve_removed_columns,6837,1,0.03969638345143767,0.03969638345143767,1.1726956755831148,0.8699154979092004,1.1726956755831148,0.9849602109552856
optimizer_presolve_removed_rows,74096,1,0.03969638345143767,0.03969638345143767,1.1726956755831148,0.8699154979092004,1.1726956755831148,0.9849602109552856
optimizer_presolved_columns,1905,1,0.03969638345143767,0.03969638345143767,1.1726956755831148,0.8699154979092004,1.1726956755831148,0.9849602109552856
