parameter,level,count,median,mean,min,max
optimizer_presolved_columns,1908,3,0.6602242455480435,0.6240224352609014,0.4663401145723885,0.7455029456622723
cutting_planes_cover,35.0,3,0.6602242455480435,0.6274947242347525,0.5507842719988539,0.6714756551573599
linear_constraint_matrix_constrs,128733,5,0.6602242455480435,0.6331597368441254,0.4663401145723885,0.8093645297841411
optimizer_presolved_variable_types_binary,591,5,0.6602242455480435,0.6331597368441254,0.4663401145723885,0.8093645297841411
optimizer_presolved_variable_types_integer,591,5,0.6602242455480435,0.6331597368441254,0.4663401145723885,0.8093645297841411
variable_types_binary_presolved,591,5,0.6602242455480435,0.6331597368441254,0.4663401145723885,0.8093645297841411
variable_types_integer_presolved,591,5,0.6602242455480435,0.6331597368441254,0.4663401145723885,0.8093645297841411
rhs_coefficient_range_presolved,"[ 4.89465e-08, 22.2747 ]",3,0.6602242455480435,0.6477451239832576,0.6115354712443694,0.6714756551573599
optimizer_presolve_removed_rows,74086,3,0.6602242455480435,0.6924497631791304,0.4663401145723885,0.9507849294169595
cutting_planes_cover,1.0,1,0.663750086381015,0.663750086381015,0.663750086381015,0.663750086381015
extra_simplex_iterations_after_uncrush,22,1,0.663750086381015,0.663750086381015,0.663750086381015,0.663750086381015
linear_constraint_matrix_constrs_presolved,52022,1,0.663750086381015,0.663750086381015,0.663750086381015,0.663750086381015
linear_constraint_matrix_nzs,711090,1,0.663750086381015,0.663750086381015,0.663750086381015,0.663750086381015
linear_constraint_matrix_vars,8785,1,0.663750086381015,0.663750086381015,0.663750086381015,0.663750086381015
linear_constraint_matrix_vars_presolved,1972,1,0.663750086381015,0.663750086381015,0.663750086381015,0.663750086381015
optimizer_presolve_removed_rows,73175,1,0.663750086381015,0.663750086381015,0.663750086381015,0.663750086381015
optimizer_presolved_columns,1972,1,0.663750086381015,0.663750086381015,0.663750086381015,0.663750086381015
optimizer_presolved_rows,52022,1,0.663750086381015,0.663750086381015,0.663750086381015,0.663750086381015
optimizer_presolved_variable_types_continuous,1388,1,0.663750086381015,0.663750086381015,0.663750086381015,0.663750086381015
variable_types_continuous_presolved,1388,1,0.663750086381015,0.663750086381015,0.663750086381015,0.663750086381015
cutting_planes_learned,2.0,2,0.6662418698470404,0.6662418698470404,0.6116223230720215,0.7208614166220593
optimizer_presolve_removed_columns,6813,6,0.6686496725727422,0.7191690477952948,0.5842235614915912,1.0
cutting_planes_clique,14.0,1,0.6714756551573599,0.6714756551573599,0.6714756551573599,0.6714756551573599
extra_simplex_iterations_after_uncrush,54,1,0.6714756551573599,0.6714756551573599,0.6714756551573599,0.6714756551573599
variable_types_binary,620,3,0.6714756551573599,0.6826661489084048,0.5671582617837135,0.8093645297841411
variable_types_integer,620,3,0.6714756551573599,0.6826661489084048,0.5671582617837135,0.8093645297841411
extra_simplex_iterations_after_uncrush,35,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
linear_constraint_matrix_constrs_presolved,52070,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
linear_constraint_matrix_nzs,711030,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
linear_constraint_matrix_vars_presolved,1986,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
optimizer_presolve_removed_rows,73137,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
optimizer_presolved_columns,1986,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
optimizer_presolved_rows,52070,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
optimizer_presolved_variable_types_binary,596,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
optimizer_presolved_variable_types_continuous,1390,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
optimizer_presolved_variable_types_integer,596,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
variable_types_binary_presolved,596,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
variable_types_continuous_presolved,1390,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
variable_types_integer_presolved,596,1,0.6727288053224821,0.6727288053224821,0.6727288053224821,0.6727288053224821
optimizer_presolve_removed_columns,6809,3,0.6727288053224821,0.7015044795363204,0.6170821339560923,0.8147024993303869
rhs_coefficient_range_presolved,"[ 4.89465e-08, 20.5211 ]",9,0.6727288053224821,0.7132808583756367,0.5842235614915912,1.0
top_k,20,21,0.6727288053224821,0.7865000296282579,0.4016398907108913,1.293952592301525
cutting_planes_gomory,1.0,12,0.673058243354689,1.175410871440649,0.5430580878534023,4.104690328742858
extra_simplex_iterations_after_uncrush,44,3,0.6735492587644696,0.8966197497778161,0.6252550700873188,1.3910549204816598
cutting_planes_cover,2.0,2,0.6967456900673465,0.6967456900673465,0.6475435678621138,0.7459478122725794
variable_types_continuous,8242,2,0.7016468931086772,0.7016468931086772,0.6475435678621138,0.7557502183552407
linear_constraint_matrix_nzs,724867,4,0.7028635956051579,0.7057130587999159,0.4663401145723885,0.9507849294169595
variable_types_binary,640,4,0.7028635956051579,0.7457699500249231,0.4663401145723885,1.1110124943169881
variable_types_integer,640,4,0.7028635956051579,0.7457699500249231,0.4663401145723885,1.1110124943169881
extra_simplex_iterations_after_uncrush,49,2,0.707987231951642,0.707987231951642,0.6602242455480435,0.7557502183552407
linear_constraint_matrix_constrs_presolved,52143,2,0.7097485355185245,0.7097485355185245,0.6735492587644696,0.7459478122725794
linear_constraint_matrix_nzs,711810,2,0.7097485355185245,0.7097485355185245,0.6735492587644696,0.7459478122725794
linear_constraint_matrix_vars,9005,2,0.7097485355185245,0.7097485355185245,0.6735492587644696,0.7459478122725794
linear_constraint_matrix_vars_presolved,2192,2,0.7097485355185245,0.7097485355185245,0.6735492587644696,0.7459478122725794
optimizer_presolve_removed_rows,73114,2,0.7097485355185245,0.7097485355185245,0.6735492587644696,0.7459478122725794
optimizer_presolved_columns,2192,2,0.7097485355185245,0.7097485355185245,0.6735492587644696,0.7459478122725794
optimizer_presolved_rows,52143,2,0.7097485355185245,0.7097485355185245,0.6735492587644696,0.7459478122725794
optimizer_presolved_variable_types_continuous,1548,2,0.7097485355185245,0.7097485355185245,0.6735492587644696,0.7459478122725794
variable_types_binary,693,2,0.7097485355185245,0.7097485355185245,0.6735492587644696,0.7459478122725794
variable_types_continuous_presolved,1548,2,0.7097485355185245,0.7097485355185245,0.6735492587644696,0.7459478122725794
variable_types_integer,693,2,0.7097485355185245,0.7097485355185245,0.6735492587644696,0.7459478122725794
cutting_planes_cover,12.0,2,0.7118726975750046,0.7118726975750046,0.4843668486537817,0.9393785464962274
linear_constraint_matrix_constrs_presolved,52120,2,0.7158923166432396,0.7158923166432396,0.6170821339560923,0.8147024993303869
linear_constraint_matrix_nzs,711180,2,0.7158923166432396,0.7158923166432396,0.6170821339560923,0.8147024993303869
linear_constraint_matrix_vars_presolved,2046,2,0.7158923166432396,0.7158923166432396,0.6170821339560923,0.8147024993303869
optimizer_presolve_removed_rows,73107,2,0.7158923166432396,0.7158923166432396,0.6170821339560923,0.8147024993303869
